"HGNC.symbol","GSM3440208","GSM3440209","GSM3440210","GSM3440211","GSM3440212","GSM3440213","GSM3440215","GSM3440216","GSM3440218","GSM3440219","GSM3440220","GSM3440221","GSM3440225"
"REV3L-IT1",1.38945,1.03198,1.1995,1.27404,1.09064,1.15304,0.93337,1.22646,1.0862,1.09908,1.17872,1.47078,1.21556
"RFC3",4.94142,4.73275,5.11403,4.67361,4.56289,4.95223,4.6901,4.88128,4.7869,4.90947,4.67493,4.55273,4.65426
"RFTN1",5.53233,5.69074,6.00635,5.88274,5.60732,5.89064,5.64121,5.78088,5.88181,5.81847,5.72981,5.64793,5.45586
"RFX3",6.81254,6.4644,7.09285,6.63708,6.79781,6.70929,6.49515,6.6559,6.56106,6.64266,6.83808,6.51218,6.62629
"RFX3-AS1",4.11006,4.487655,5.004045,4.608605,4.11752,4.495505,3.952325,4.82787,4.29208,4.337035,4.24074,4.65948,4.18501
"RFX7",4.93686,4.944,5.37492,5.23494,4.8335,5.3236,4.89968,5.33256,5.26964,5.10601,5.11924,5.07811,4.97554
"RGL3",4.90546,5.14136,4.84525,4.84368,5.19063,4.72796,4.9291,4.73483,5.12968,4.67544,4.82587,4.86477,4.97478
"RGPD3",6.70576,7.06248666666667,7.58400333333333,7.29233,7.48073,7.42592,6.96215666666667,7.45511,7.25902,7.38842,7.17076,7.30453666666667,6.85454333333333
"RGPD4",5.931365,6.252675,6.66199,6.325645,6.55017,6.39146,5.995715,6.817715,6.172975,6.362945,6.08718,6.451125,5.836525
"RGPD4-AS1",2.83301,2.58786,2.67602,2.85868,2.7429,2.70368,2.63556,2.91881,2.73999,2.63914,2.76677,2.70747,2.8735
"RGS4",3.09245,3.1398,2.95267,3.17262,3.15953,3.08388,2.76203,2.83738,3.51843,3.26777,2.92132,3.18054,3.10979
"RGS5",3.45484,3.64161,3.8693,3.5065,3.33954,3.5246,3.27674,3.34056,3.60119,3.21407,3.49115,3.4329,3.24943
"RGS9BP",4.41956,4.73194,4.24444,4.54424,4.64971,4.68315,4.3841,4.23476,4.57147,4.6693,4.35516,4.49632,4.5767
"RHOD",5.27809,5.6338,5.20444,5.46317,5.47015,5.33982,5.30794,5.1374,5.2768,5.2555,5.24253,5.45863,5.63328
"RHOQP1",8.83527,9.089485,8.757345,8.68379,8.92399,8.676085,9.10949,9.052365,8.90831,8.889175,8.79743,8.84181,8.929055
"RHOU",4.72073,4.73242,4.96612,4.68011,4.51449,4.92445,4.67523,4.79997,4.91049,4.79857,4.65754,4.89071,5.17693
"RIBC2",3.79059,3.53186,3.24473,3.64576,3.86824,3.69389,3.65174,3.33284,3.47405,3.55071,3.61565,3.69754,3.58095
"RICTOR",8.54777,8.62055,8.38515,8.23813,8.69821,8.38029,8.97251,8.58187,8.4742,8.53534,8.54876,8.41951,8.62623
"RILPL1",5.4219,5.2731,5.0573,5.26858,5.19892,5.03547,5.22655,4.68116,5.22881,5.3134,5.81075,5.43096,5.16836
"RILPL2",7.09731,6.82287,6.63133,6.66267,6.97779,6.74122,7.16583,7.06118,6.87494,6.88876,7.13584,6.65513,6.99286
"RIMBP3",4.97786,5.808,5.06692,5.97374,5.85891,5.7842,5.65376,5.6149,5.22789,5.61253,5.70936,5.95337,5.77574
"RIMKLA",3.22058,3.78607,2.85433,3.51285,3.31105,3.35736,3.24606,2.66451,3.28166,3.49924,3.28054,2.21466,3.36351
"RIMKLB",4.72723,4.59868,5.05296,4.70639,4.44294,4.73151,4.76661,4.70435,4.62525,4.94078,4.23242,4.52321,4.44057
"RIN2",5.103065,4.73525,4.83037,4.67954,5.03413,4.72821,4.83504,5.28339,4.98547,5.038885,5.060855,4.76032,4.6112
"RIPK3",6.24726,5.75683,6.01032,5.66218,6.01542,5.82789,6.24661,6.27024,6.15311,6.21487,6.20835,6.1044,5.92292
"RIPPLY3",3.59528,3.61789,3.45315,3.58312,3.57813,3.826,3.9093,3.42626,3.73152,3.76541,3.4902,3.8629,3.93645
"RLIM",6.94682,6.77474,6.98345,6.78208,6.91292,6.80939,7.04402,6.99446,6.78086,6.94149,7.10774,6.88497,6.60619
"RMND5B",5.3112,4.98,5.35368,5.22746,5.02658,5.09023,4.9376,5.24517,5.11993,5.27287,5.28912,5.28011,5.26172
"RNASE13",3.22219,3.20617,3.05732,3.41116,3.54085,3.10119,3.59426,2.90822,3.34974,3.43899,3.11151,3.32722,3.61343
"RNASE7",3.57565,4.25353,4.07591,4.06573,3.9397,3.76932,3.87552,3.38821,4.09899,4.0694,3.61596,3.81515,3.85017
"RNASE8",1.97594,1.44214,1.22623,1.40222,1.69402,1.48265,1.65356,1.47115,1.71182,1.38617,1.30135,1.82624,1.41179
"RNASEH2B",5.83565,5.90534,6.57796,5.99404,5.74607,6.14234,5.97259,5.8726,5.82668,5.67273,5.91435,5.8828,5.73855
"RNASEH2B-AS1",2.95822,2.62484,2.75825,3.45254,2.4231,3.00863,2.6136,3.02403,2.79008,2.3135,3.00536,2.52939,2.73804
"RNF128",1.87035,2.16719,1.83474,2.59979,2.18732,2.29351,2.38861,1.83539,2.22187,2.12537,2.27735,2.09587,2.13672
"RNF139",5.60151,5.73351,5.45211,5.54545,5.38926,5.62934,5.5633,5.67788,5.48114,5.58552,5.75465,5.32791,5.4208
"RNF139-AS1",4.91393,5.07372,5.51492,5.08412,4.64767,4.83224,5.01538,5.05551,4.89901,5.06861,5.01258,4.92638,4.58735
"RNF170",5.63568,5.6851,5.89175,5.67697,5.69141,5.65521,5.64464,5.62035,5.54778,5.78896,5.8073,5.66335,5.55862
"RNF32",4.06771,4.39266,3.83623,4.0791,3.9891,3.88,3.66359,3.93261,4.00138,4.00606,3.79557,3.4499,3.97501
"RNF40",6.51401,6.38917,5.98607,6.02216,6.03627,6.07824,6.08984,6.28536,6.2361,6.29127,6.37125,5.95638,6.18204
"RNF41",7.17648,6.64819,6.59056,6.75418,6.66945,6.58266,6.86589,7.01228,6.82659,6.99772,6.91058,6.84262,6.92715
"RNF43",4.59516,4.5546,4.80787,4.71877,4.36487,4.65689,4.4104,4.4315,4.86508,4.67043,4.50417,4.62484,4.53536
"RNF6",6.2434,6.57773,6.94432,6.62094,6.47214,6.59241,6.38978,6.55761,6.294,6.2766,6.2783,6.35475,6.39756
"RNGTT",6.51383,6.35932,6.96582,6.61032,6.42809,6.64078,6.54326,6.6074,6.37002,6.26572,6.48344,6.68308,6.32348
"RNPEP",6.88185,6.29808,6.46133,6.72142,6.86686,6.45383,6.64062,7.02555,7.0714,6.86866,7.0675,6.29499,6.22473
"RNPEPL1",7.1007,6.46892,6.01138,6.50765,6.43755,6.7054,6.56335,6.90406,6.67183,6.73748,6.77098,6.77965,6.82368
"RNPS1",7.053958,7.13501,7.002554,7.23767,6.903662,7.264942,7.0244,6.856492,7.01964,7.13209,7.020478,7.155412,7.23631
"ROBO3",3.65595,3.85692,3.80307,4.02305,3.94343,3.66868,3.7886,3.87963,3.90014,3.94183,3.66874,3.81568,3.83812
"ROCK1P1",1.89055,1.9533,2.08057,1.74945,4.59191,2.93882,2.58779,2.28384,2.06859,3.20261,3.71068,1.52737,2.08527
"RPAIN",5.05235,4.85612,5.46674,5.06471,4.82748,4.90511,4.73431,5.07598,5.28576,4.60269,4.69597,4.93686,4.76463
"RPE65",3.00267,3.25016,2.93853,2.93917,3.07503,3.00055,2.94932,2.87387,2.90645,3.28916,2.91722,2.86613,3.18183
"RPF2",5.34683,5.57949,6.46532,5.98355,5.54656,5.53437,5.40795,5.76145,4.95343,5.12733,5.41658,5.51634,4.97184
"RPGR",6.44342,6.06324,6.11817,5.90184,6.57687,6.02364,6.54671,6.05829,6.2014,6.23879,6.47848,5.86905,6.00593
"RPGRIP1",4.35879,3.69242,3.37254,3.33946,3.88817,3.71824,4.26686,4.03982,3.61599,3.97792,4.1226,4.01681,3.79848
"RPH3A",3.19116,3.04711,2.90825,3.54,3.331,3.19593,3.30711,3.70667,3.3879,3.08332,3.29517,3.22816,3.16617
"RPL10P4",2.01242,1.57642,1.84966,1.55412,1.91026,1.83467,1.84755,1.7272,1.86093,2.00915,1.81357,1.30789,1.75191
"RPL13A",8.86929166666667,8.69255,8.85138,8.438095,8.366775,8.68313666666667,7.96314666666667,8.57140833333333,8.67601666666667,8.68118,8.26314833333333,8.77209166666667,8.715535
"RPL13AP6",3.03088,4.09698,3.08951,3.57022,2.69644,3.08018,3.45354,3.11549,3.66969,3.6874,3.2612,3.38509,3.61349
"RPL18",5.55159,5.5494,5.56568,5.52587,5.35602,5.64326,5.27582,5.44103,5.5465,5.75043,5.58321,5.5816,5.41439
"RPL21P3",8.40516,9.02998,9.85027,9.48793,8.52493,8.62822,8.26362,8.55832,7.84784,8.22724,7.97856,8.43795,8.28623
"RPL21P39",8.589665,9.234535,10.040235,9.650175,8.76553,8.855545,8.48635,8.7633,8.07452,8.4738,8.190785,8.614005,8.50913
"RPL23",5.01685666666667,4.44257333333333,5.02861,4.83543,4.69937333333333,4.82072666666667,4.67630666666667,4.75685666666667,4.69522,4.88403333333333,4.36502666666667,4.63986,4.61182666666667
"RPL23A",6.002778,6.083738,6.958538,6.074066,5.783522,6.08271,5.387118,6.181878,6.091788,6.163126,5.716808,6.320766,5.922416
"RPL23AP82",5.34031,5.55814,5.56475333333333,5.088405,5.36356,5.16324166666667,5.64395166666667,5.11943166666667,5.20892833333333,5.44066666666667,5.22926833333333,5.27608333333333,5.22344833333333
"RPL23AP84",4.82221,5.36506,5.47846,4.58815,4.91578,4.78643,5.4636,4.48863,4.97778,5.1484,4.74997,4.98663,5.04825
"RPL24",5.99924,5.90482,6.52707,6.10259,5.73241,6.08647,5.68125,5.90801,5.80633,5.84056,5.5195,5.66651,5.92007
"RPL28",5.37049,5.06449,5.39054,5.10897,5.07078,5.16653,4.96524,5.13497,5.11963,5.2386,5.33431,5.21165,5.01442
"RPL29P2",5.56134,5.54625,5.9264,5.39387,5.2918,5.4147,5.27665,5.53535,5.30525,5.28492,5.63016,5.51502,5.15674
"RPL29P7",2.60024,2.85019,2.71345,2.77624,3.00655,3.05227,2.95347,2.50769,2.40862,2.60781,2.51871,2.9178,2.77624
"RPL36AL",5.29771,5.54263,5.95202,5.58341,5.17519,5.65464,5.39159,5.41634,5.4545,5.44365,5.53926,5.5907,5.38106
"RPL6",4.72084,4.82179,5.6209,5.1513,4.75411,5.02842,4.51099,4.80921,4.80014,4.69263,4.63422,4.66998,4.67395
"RPL7P22",4.22006,3.87234,4.81396,4.60556,4.48509,4.39119,4.4145,4.41045,4.42764,4.30691,4.17946,4.11466,4.41808
"RPL8",6.09057,5.72141,6.04434,5.97536,5.73818,6.01633,5.51501,5.76528,5.93036,5.91856,5.77054,5.96023,5.75994
"RPP25",4.23407,4.3846,4.26622,4.21396,4.01936,3.86347,4.26702,4.2355,4.44174,4.30631,4.3011,4.1203,4.14051
"RPS10P7",1.33419,1.57281,1.19378,1.45187,1.12776,1.57801,1.78419,1.74507,1.53738,1.60854,1.70772,1.37381,1.59434
"RPS11",7.98538,7.674055,7.941285,7.786455,7.670995,7.75852,7.529985,7.79402,7.701645,7.990495,7.754285,7.768315,7.694905
"RPS18P9",4.46406,4.70194,5.02421,4.45382,4.5015,4.65493,4.93086,5.35072,4.2827,4.75835,4.96165,5.07945,4.68725
"RPS19P1",4.41807,4.53694,4.49856,4.38691,4.35399,4.55089,4.53648,4.65474,4.64291,4.59097,4.42502,4.55158,4.35496
"RPS23",6.32297,6.54415,6.94273,6.70145,6.3742,6.89376,6.08548,6.84928,6.52851,6.4806,6.39583,6.50778,6.1406
"RPS27",7.719455,7.779535,8.6255,8.212445,7.563795,7.896895,7.557445,7.72955,7.667015,7.76242,7.118055,7.97607,7.45312
"RPS27A",6.039425,6.139545,7.046235,6.433945,6.2978,6.489075,6.092055,6.42429,5.889505,6.19522,5.974185,6.372525,5.971825
"RPS28P7",10.9545,10.6774,10.6697,10.7438,10.4442,10.815,10.5277,10.8293,10.7582,10.81,10.8129,10.6738,10.4549
"RPS29",8.84707,8.920915,8.71786,8.935585,8.645255,8.74298,8.522215,8.783795,8.715515,8.902865,8.691125,8.790595,8.73
"RPS6KA1",6.298455,6.04443,5.66186,5.94262,6.237815,5.92572,6.2654,6.27605,6.28307,6.596075,6.339105,6.255195,6.35122
"RPS6KA6",3.1429,3.08025,3.2194,3.1586,2.65718,3.19486,2.90217,3.3484,3.18453,3.17904,3.02679,3.46449,3.25659
"RPS6KB2",5.70109,5.33842,5.29894,5.44674,5.43919,5.51671,5.35117,5.89309,5.48371,5.44726,5.46886,5.55385,5.48049
"RPS6KB2-AS1",6.968195,6.69124,6.74609,6.92647,6.65486,7.001215,6.48407,6.801185,6.956165,6.86248,7.01029,6.882705,6.87237
"RPSAP61",7.6262,7.79052,8.38824,7.86198,7.43645,7.81662,7.45998,7.71521,7.52798,7.62747,7.31835,7.67567,7.16033
"RRAGB",4.75541,4.60031,5.28821,4.8033,4.6369,4.76013,4.69655,4.75259,4.62981,4.62198,4.32357,4.58343,4.39369
"RRN3P2",5.35155,5.28499,5.51716,5.37577,5.06103,5.69869,5.06187,5.31663,5.76839,5.46649,5.30736,5.84539,5.06421
"RSAD1",5.32369,5.11559,5.24811,5.279,5.38957,5.43529,5.15362,5.1421,5.14027,5.27178,5.23949,5.13692,4.99373
"RSBN1L",7.25569,7.024,7.1494,6.81645,6.92808,7.02897,7.38094,7.13406,6.68752,6.95443,6.99323,7.00058,7.11015
"RSPO1",4.70038,4.90569,4.36851,4.91639,4.72737,4.72077,4.91856,4.54995,4.78907,4.77763,4.71817,4.8325,4.85801
"RTF2",4.049185,3.820835,3.6177415,3.4348805,3.777025,3.80129,3.93093,3.844175,3.489492,3.842385,4.48583,3.80582,3.85514
"RTL1",3.50964,3.52103,3.22592,3.43457,3.70714,3.80137,3.8302,3.31231,3.56933,3.53204,4.26627,3.66543,3.17157
"RTN4",6.07917,5.94468,6.00474,5.68621,5.96905,5.81523,6.16749,6.15518,5.81449,5.92155,6.00701,6.0132,5.82845
"RUFY1",6.00359,6.00667,6.14739,6.0536,5.98395,6.17671,5.99731,6.00559,5.97682,5.94428,6.19895,5.80758,5.88911
"RUFY2",5.89986,5.80219,6.63018,6.05024,5.86563,6.02431,6.0784,6.02841,6.06725,5.73854,5.88715,6.1672,5.75522
"RXRG",2.50041,2.63432,2.52778,3.17117,2.76845,2.82737,2.73783,2.56357,2.59567,2.57061,2.60373,3.15936,2.99029
"S100A1",4.33263,4.24701,4.03414,4.14734,3.96442,4.21843,4.22471,4.16878,4.37689,4.19119,4.39424,4.02575,4.52708
"S100A13",3.71365,3.42962,3.96747,3.77157,3.46676,3.80311,3.92388,3.85412,4.14065,3.70894,4.0453,4.14701,4.23892
"S100A14",4.51627,4.78289,4.30016,4.69197,4.59326,4.69545,4.42252,4.4,4.61973,4.46126,4.03491,4.226,4.62638
"S100A16",4.32001,4.24907,4.05374,4.61546,4.60298,4.4331,4.10159,4.15296,4.16902,4.00983,4.34639,4.17361,4.53352
"S100A2",3.23167,3.85831,3.47596,3.55944,3.62188,3.56246,3.90205,3.55008,3.69498,3.31574,3.77533,3.41782,3.74611
"S100A3",3.77871,4.72937,3.75465,4.33341,4.3742,4.11426,4.32032,4.24352,4.22927,4.21678,4.32261,4.10466,4.41895
"S100A4",5.4731,5.16736,4.82189,5.29479,5.20589,5.01241,5.01216,5.57057,5.31958,5.36888,5.27902,5.37309,5.02736
"S100A5",2.34169,2.68982,2.46125,2.49991,2.46184,2.68838,2.5791,2.45557,2.71505,2.7791,3.69078,2.70114,2.8645
"S100A6",6.40864,5.93453,5.63187,5.60979,6.15353,6.05989,6.02012,6.2257,5.96732,6.30497,6.13463,6.34855,6.14575
"S100A7",2.9274,2.63447,2.19018,2.66382,2.53841,2.75332,2.96194,2.49338,2.51676,2.56651,3.15872,2.73554,2.73305
"S100A7L2",2.22338,1.97389,1.85484,2.19089,2.09444,2.2276,2.12822,2.29136,2.22748,2.47035,2.0361,2.29105,2.29812
"S1PR4",7.84299,7.08593,6.69492,6.97098,7.21857,7.16413,7.41503,7.52364,7.40272,7.72324,7.47172,7.68473,7.6871
"SAFB",7.11464,6.84573,7.28254,7.07599,7.14777,6.98532,7.12164,7.29503,7.12784,7.01279,7.06592,6.98996,7.04215
"SAFB2",7.10683,6.78524,7.12491,7.10885,7.0498,7.0275,6.87973,7.00608,6.94569,7.13469,6.91265,6.93236,6.9993
"SAMD4B",6.60165,6.27382,6.22316,6.17418,6.33849,6.15984,6.43208,6.58701,6.57062,6.59811,6.52492,6.45883,6.38258
"SAMD7",2.23523,2.17199,2.00405,2.28807,2.10399,1.93576,1.93965,1.95883,2.24909,2.1194,2.28958,2.09989,2.09231
"SAP30",4.50069,4.42831,3.98583,4.11998,3.99522,4.04796,4.12431,4.5037,4.39841,4.40688,4.40797,4.355,4.37156
"SARS",4.982805,4.76806,5.434535,5.06234,5.138515,5.117205,4.88059,5.180425,5.10778,5.243125,4.95527,5.190595,5.179975
"SASH3",8.50263,8.29295,8.11667,8.30233,8.21315,8.37185,8.56361,8.73777,8.55596,8.378,8.47971,8.39008,8.46668
"SASS6",5.20474,5.27377,5.6741,5.21969,5.09372,5.11777,5.43292,5.23707,4.91969,4.81618,5.14903,5.13273,4.96261
"SATL1",2.342,2.49159,2.44847,2.54318,2.2296,2.51092,2.7594,2.67598,2.48616,2.53916,2.27238,2.26281,2.60582
"SBK2",4.71481,5.1226,4.44388,5.12717,4.74336,4.90825,4.87081,4.53017,4.86407,4.70236,4.66287,5.05888,4.94632
"SBK3",5.18399,5.54981,5.16007,5.2708,5.06131,5.19482,5.42467,4.93289,5.29274,5.28719,5.21419,5.24308,5.49931
"SBNO1",5.09095,5.10805,5.13893,4.88342,5.175545,4.7299,4.52663,4.76377,4.90108,4.384535,4.945485,4.744285,5.202445
"SBNO1-AS1",2.77036,3.03853,3.24508,3.09067,2.98752,3.06407,2.67945,3.56348,2.96551,3.08498,3.22456,3.02336,2.97734
"SCAF11",7.02537,6.99397,7.21827,6.96656,7.16905,7.0794,7.32549,7.13868,6.93689,6.83433,7.02748,6.99595,6.94722
"SCARB1",5.07794,4.73122,4.36851,4.68868,4.75524,4.95779,4.60934,5.12477,4.96407,5.23404,4.81158,4.77659,4.96939
"SCAT1",3.48558,3.67983,3.31949,3.69251,3.49595,3.77878,3.52237,3.8144,3.57867,3.74864,3.53941,3.4121,3.29945
"SCGB3A2",3.35683,2.72537,2.34915,2.86465,2.88846,2.92706,3.06893,2.87116,2.55904,2.67512,3.20091,2.73186,2.22951
"SCIMP",7.71076,7.38166,7.27885,7.70878,7.52236,7.56361,7.97495,7.94907,7.84624,7.72551,7.62691,7.74792,7.58098
"SCLT1",7.11276,6.72965,7.03525,6.59805,6.92931,6.10678,7.3488,7.07038,6.5638,6.83187,6.89646,6.60261,6.7675
"SCML4",6.50866,6.83837,7.12146,6.58046,6.36508,6.87819,6.78332,6.70479,6.72524,6.62908,6.82408,6.81896,6.476
"SCN2A",1.62345,1.80857,1.90517,2.28299,2.04715,1.71312,2.19688,1.86584,2.35676,1.76064,2.13515,1.84618,2.06443
"SCN3A",3.15392,3.69596,4.85232,3.96627,3.94171,3.99976,3.9761,3.66787,4.02362,4.11223,4.13193,3.27047,3.3191
"SCP2D1",1.75317,1.72758,1.54347,1.8006,1.73779,1.71942,1.91091,1.79954,2.00708,2.01403,1.76876,1.85501,1.76972
"SCRG1",1.95487,1.90214,1.98287,1.98511,1.82014,2.16802,1.94102,1.96807,1.96901,2.00246,1.89961,1.91329,1.82789
"SCYL1",6.50177,6.34977,5.82301,5.94421,6.31273,5.99075,6.35322,6.60982,6.49195,6.55524,6.64699,6.42502,6.54817
"SCYL3",6.0405,5.86239,6.15697,5.73208,6.03115,6.08429,6.23691,6.05171,5.99988,5.97854,6.07843,5.92037,5.97207
"SDAD1",6.69415,6.88397,7.51824,6.90061,6.77264,7.19061,6.81197,6.87187,6.76609,6.73873,6.73556,6.92896,6.56748
"SDC4",4.77897,4.82722,4.45553,4.98383,4.86063,5.11276,4.55319,4.77555,4.76402,4.73607,5.07427,4.62961,4.68061
"SDHAP1",6.94268,6.37198,7.73058,6.95649,6.72308,7.13447,6.70294,7.5485,6.63449,6.84819,6.33747,7.01593,6.57622
"SDR42E2",3.80322,4.43585,3.68523,4.2003,4.0224,4.05861,3.99319,4.0233,4.33649,4.11036,3.8794,4.1945,4.12336
"SEC16A",6.64935,6.21727,6.44493,6.38851,6.42602,6.44871,6.23869,6.59864,6.41538,6.61627,6.51091,6.55014,6.52496
"SEC1P",3.75664,4.05494,3.57896,4.11736,3.7325,3.82612,3.69567,4.01833,3.5992,3.91932,4.10337,4.09248,4.22224
"SEC22B2",7.4433,7.01823,7.51102,7.15995,7.33348,7.35995,7.43789,7.30455,7.2418,7.21419,7.29137,7.1587,7.13416
"SEC23B",7.20775,6.80606,7.1952,6.84508,7.06911,7.19777,7.03504,7.13925,7.03279,7.0911,7.22963,7.04084,7.15609
"SEC62-AS1",1.27786,1.19514,2.16206,1.57008,1.47523,1.29217,1.55959,1.80278,1.82102,1.51776,1.48029,1.44209,0.92764
"SEC63",6.71338,6.59456,7.28411,6.76101,6.68794,6.77183,6.53924,6.88756,6.64564,6.38663,6.65303,6.66519,6.40575
"SEH1L",6.80726,6.5155,7.06563,6.75169,6.40823,6.81133,6.42101,6.97459,6.71251,6.65885,6.71502,6.58481,6.54402
"SELE",3.79395,3.75991,3.42646,3.92239,3.84108,3.77231,4.43772,3.76362,3.83639,3.81898,3.57331,3.78577,4.2054
"SELENOK",4.56484,4.39023,4.0391,4.02983,4.0612,4.37283,3.83139,3.88027,3.84752,3.91969,4.21926,4.00082,4.05986
"SELENOS",5.04101,4.98012,5.26902,4.93361,5.07242,4.93361,4.93255,5.03277,5.11231,5.06626,4.91522,5.06244,4.9399
"SELL",10.8927,10.5442,10.3481,10.4935,10.9487,10.6422,11.2221,10.6446,10.7793,10.6405,10.8917,10.7059,10.8893
"SELP",5.42684,5.66483,5.62518,5.35133,5.73831,6.00272,4.99912,5.52049,5.68758,5.70488,6.26247,4.97896,5.5383
"SEMA3C",5.74242,4.39425,4.7463,4.48926,4.52441,4.81652,4.88913,4.74562,4.68566,4.69655,5.18185,4.38468,4.98833
"SEMG1",2.70511,2.12151,2.07604,1.8282,2.3864,1.95494,2.25565,2.16531,2.1567,2.25046,2.46101,2.39785,2.19227
"SEMG2",1.83989,1.84374,1.85538,2.87599,2.34681,2.36437,1.57405,1.94864,2.04579,2.01242,1.8505,1.90692,2.17305
"SEPTIN3",3.98821,4.0965,3.70288,4.27779,4.14239,4.03103,4.25732,4.08418,3.98001,4.24789,3.86695,4.56809,4.12418
"SEPTIN7",6.66893,6.90588,7.353985,7.01075,6.997375,7.006365,6.956985,6.866155,6.59961,6.57815,6.79824,6.79422,6.517975
"SEPTIN7-AS1",3.84398,3.55127,3.30849,3.42369,3.53743,3.05452,3.36351,3.44207,3.14566,3.34669,3.61422,3.55127,3.0607
"SEPTIN7P3",6.86528,7.35748,7.73123,7.31839,7.32705,7.30732,7.3484,7.13352,6.94991,6.72313,7.0187,7.08131,6.71914
"SERBP1",7.1525,7.20465,7.82485,7.41668,7.19038,7.59626,7.12822,7.30661,7.11744,7.07923,7.18321,7.18614,7.03833
"SERPINA7",3.03354,2.91928,3.20927,3.15009,3.05708,3.15391,3.25493,3.09139,2.73937,3.14022,3.13036,3.24181,3.04466
"SERPINI1",2.99162,2.9777,3.46675,2.87561,3.35128,3.00733,2.88349,2.97215,3.01469,2.31585,2.7069,2.71639,2.74068
"SERTAD1",5.82819,5.77105,5.56058,5.64483,5.64557,5.64381,5.64359,5.70635,5.61461,5.73904,5.77265,5.63713,5.72367
"SERTAD2",5.98272,5.81513,5.75765,5.63389,5.95176,5.82762,5.88806,5.88834,5.71627,6.13843,6.21677,5.81519,5.53507
"SERTAD3",5.65329,5.3761,5.38484,5.06929,5.58202,5.30534,5.59224,5.74886,5.6084,5.4801,5.14575,5.7825,5.5401
"SESN2",5.49652,5.46308,4.93916,5.38999,5.41548,5.19541,5.34921,5.47132,5.42255,5.51613,5.61284,5.52759,5.73831
"SETD5",6.8275,6.65382,7.11769,6.81596,6.85025,6.94427,6.79434,6.95793,6.88825,6.93305,6.84316,6.85956,6.68103
"SETD6",4.82393,4.80294,5.02648,5.02041,4.86982,4.83337,4.53821,4.94626,5.02052,4.93268,4.6475,4.77498,4.82641
"SF3A2",7.80082,7.96853,7.48547,7.89072,7.65463,7.92402,7.63788,7.98491,8.00276,8.14523,8.07332,7.93768,7.9154
"SF3B2",6.31227,6.08526,6.331,6.08185,6.41572,6.42965,6.21659,6.4555,6.34118,6.29099,6.18939,6.15536,6.21811
"SF3B4",7.32729,7.39977,7.03403,7.62387,7.19036,7.52116,7.38339,7.66502,7.57782,7.36042,7.7381,7.32815,7.40957
"SFT2D2",7.3204,7.22218,7.51003,7.53212,7.37338,7.57003,7.37834,7.6049,7.71194,7.43563,7.42989,7.45018,7.41586
"SFTPC",3.89128,4.12368,4.06499,4.41735,4.04963,4.09548,4.41995,3.87261,4.19411,3.98238,3.90178,4.08706,4.11075
"SFTPD",4.68564,4.81077,4.31635,4.70929,4.93404,4.66107,4.68963,4.39616,4.68651,4.56992,4.35456,4.44459,4.97136
"SGCA",4.8271,5.1249,4.69718,4.92002,5.16327,4.9675,5.09802,4.91656,5.12934,5.04361,5.20228,5.01536,5.18135
"SGIP1",3.49531,3.55495,3.4031,3.18739,3.68711,3.50688,3.25625,3.24467,2.90425,2.99381,3.0807,2.93766,3.32696
"SGMS1",6.82024,6.86855,7.13104,6.78975,6.93107,6.66528,6.96553,6.85984,6.65232,6.79579,6.82,6.78704,6.85417
"SGMS1-AS1",5.34373,5.1787,5.07543,5.30346,4.94904,5.23539,5.15569,5.19215,4.94142,5.36171,4.95664,4.90455,5.08951
"SH2B3",6.66023,6.49326,6.16243,6.21642,6.61339,6.51839,6.79771,6.72377,6.46299,6.30732,6.67957,6.28391,6.52759
"SH2D1B",6.49211,6.78776,7.89716,8.00388,6.91337,7.55109,7.02406,7.84405,6.54519,7.11595,7.60253,6.34681,6.67044
"SH3BGRL",6.883,6.88078,6.85186,6.8335,7.171,6.96212,6.99886,6.90057,6.75058,6.49971,7.00382,6.94205,7.01187
"SH3BP1",6.10785,5.83547,5.74246,6.09823,5.62532,5.87139,6.05127,6.36021,6.24926,6.00655,6.12242,5.9929,5.92348
"SH3BP2",6.24447,5.96258,5.52247,5.70151,6.07331,5.72946,6.16174,6.41974,6.11977,6.05944,6.2316,6.10009,6.06513
"SH3BP5",6.2496,6.09383,6.3324,6.38998,5.72578,6.13934,6.02801,6.31679,6.17596,6.0524,6.08016,6.09275,5.87425
"SH3BP5-AS1",6.90286,6.77295,7.0844,6.67159,6.79135,6.74178,6.87617,6.8857,6.53825,6.76467,6.82864,6.86603,6.78904
"SH3GLB2",6.48188,6.38897,6.1149,6.42529,6.20703,6.3291,6.21124,6.41238,6.41753,6.38307,6.62186,6.31742,6.58704
"SHANK1",3.27096,3.23817,2.9181,3.32812,3.15176,3.19919,3.32456,3.20813,3.26398,3.10755,3.02706,3.08843,3.38704
"SHANK3",3.5175,3.91222,3.49397,4.14037,3.89929,3.98891,3.82651,3.50604,3.8823,3.75714,3.65154,3.5983,4.01558
"SHARPIN",6.28671,6.29193,5.14983,5.95651,6.03806,5.72981,5.43829,5.99826,5.7012,6.03794,6.19846,5.81874,6.12066
"SHD",4.04946,4.09366,3.56159,3.81305,4.05492,4.25739,3.9748,3.81594,4.14505,4.05104,4.16271,3.89926,4.25026
"SHH",4.36308,4.86752,4.28118,4.71004,4.75612,4.64945,4.71451,4.37912,4.83438,4.32801,4.2761,4.70846,4.55488
