"HGNC.symbol","GSM3440208","GSM3440209","GSM3440210","GSM3440211","GSM3440212","GSM3440213","GSM3440215","GSM3440216","GSM3440218","GSM3440219","GSM3440220","GSM3440221","GSM3440225"
"AADACL2",2.04788,2.64804,2.14318,2.41116,2.42236,2.3827,2.19841,2.41878,2.41014,2.30307,2.32607,2.39218,2.26106
"AADACL2-AS1",2.51269,2.82064,3.08296,3.46017,3.19854,3.13703,3.13918,2.84163,3.40534,3.13432,3.25081,3.85689,3.72597
"ABCA12",2.63427,2.65912,2.51756,2.77345,2.72335,2.72961,2.88609,2.37908,2.60718,2.57576,2.54632,2.49976,2.62265
"ABCA7",6.71204,6.01884,5.91926,5.88161,5.70267,5.69406,6.24623,5.86087,6.23256,6.3,6.28544,6.0121,6.01035
"ABCC2",4.60985,4.15119,4.53079,4.3388,4.52382,4.36856,4.95503,4.58497,4.41692,4.21717,4.52519,4.15773,4.69887
"ABCF1",5.91321214285714,5.95975857142857,5.71005285714286,5.96230142857143,5.76257,6.04602642857143,5.71519,5.76243857142857,6.03084,6.05658642857143,5.84490214285714,5.80231857142857,6.14376642857143
"ABHD1",3.23037,3.33021,2.85879,2.71279,3.07568,3.03211,3.16505,3.0959,3.24359,3.34936,3.18369,2.98532,3.50785
"ABHD12",5.47082,5.62946,5.44328,5.40148,5.23474,5.5319,5.28486,5.54377,5.62449,5.52602,5.40027,5.38929,5.42942
"ABHD16A",5.61264428571429,5.36073857142857,5.29443857142857,5.28750142857143,5.55232428571429,5.57515285714286,5.63097428571429,5.83298857142857,5.59414428571429,5.68366714285714,5.60148857142857,5.50309285714286,5.65582571428571
"ABHD17AP6",8.120485,8.15785,8.01632,8.36939,7.89339,8.408085,7.83509,8.40679,8.303955,8.296305,8.34623,8.503185,8.19691
"ABHD17B",5.97571,5.94834,6.42705,5.81116,6.09393,5.95745,5.94753,5.93218,5.80948,6.28492,5.92277,6.00043,5.91789
"ABHD3",7.28709,6.86335,6.57808,6.39146,6.88581,6.67395,7.66343,7.00521,6.84095,6.67851,7.04304,6.66612,7.02135
"ABHD6",5.54871,5.1842,5.42974,5.54241,5.09257,5.25059,5.58376,5.41445,5.48347,5.60772,5.56714,5.32297,5.45516
"ABR",7.6787,7.30008,7.13076,7.2939,7.22974,7.45886,7.56747,7.62122,7.5441,7.55449,7.65657,7.57487,7.46325
"ACADSB",5.30872,5.33211,6.11129,5.50063,5.20177,5.67564,5.1089,5.2386,5.34562,5.32159,5.63696,5.4207,4.65587
"ACAT1",4.12632,3.89287,4.81683,4.02636,3.95383,4.20432,4.10312,4.10026,3.8705,4.04577,3.51199,4.30089,3.89959
"ACER2",4.21634,4.54816,4.32604,4.25723,4.02635,4.49414,4.27372,4.37571,4.32228,3.95495,4.6259,4.24159,4.15534
"ACER3",5.23415,5.17497,5.62654,5.54021,5.264,5.0644,5.10208,5.41565,5.16667,5.11754,5.06623,5.00599,4.86324
"ACSL3",5.992,6.12509,6.26153,5.9175,6.15862,5.93612,6.17868,6.31389,6.17507,6.00784,6.16752,6.04084,5.80827
"ACTC1",1.59362,1.89882,1.58076,1.63073,1.38551,1.27416,1.55827,1.68353,1.79165,1.96064,2.39168,1.6482,1.91946
"ACTL6B",3.3166,3.279,2.87896,3.05361,3.29652,3.10319,3.34251,3.11451,3.34564,3.55223,3.42116,3.15458,3.42545
"ACVR2A",4.34381,4.28768,5.14426,4.62738,4.20344,4.56901,3.97183,4.74054,4.30836,4.19213,4.44726,4.54354,3.98244
"ACYP1",3.61991,3.63215,4.34718,3.69915,3.30392,3.89783,3.40138,3.96074,3.82631,3.6911,3.46781,3.70416,3.55936
"ADA2",7.334,6.90272,7.33101,7.50971,7.23694,7.4605,7.50135,7.75571,7.55786,7.56832,7.60586,7.22024,7.34133
"ADAM17",7.17231,6.98876,7.20733,7.0154,7.59917,6.98417,7.14242,7.33945,7.04012,6.78277,7.17566,6.95989,6.87268
"ADAM6",4.24715,4.40919,4.16649,4.45375,4.23242,4.55322,4.49444,4.27009,4.33391,4.65792,4.44507,4.45978,4.62134
"ADAMTS19",3.41209,3.76984,3.55947,4.08119,3.66826,3.56024,3.86401,3.53517,3.60896,3.65381,3.65012,3.73985,3.68071
"ADAMTS19-AS1",3.67997,3.60979,3.6193,4.25947,3.61204,3.84202,3.68524,3.5903,3.94528,3.7379,3.51362,3.26656,4.21847
"ADAMTS7P1",4.6847425,5.0416475,4.8408425,5.1601175,5.0383875,5.144415,5.09078,4.8081425,5.099755,4.92447,4.56246,5.06767,5.3021425
"ADAP1",5.86358,5.49319,5.03343,5.29723,5.4035,5.5913,5.83636,5.84486,5.64846,5.54046,5.66035,5.4742,5.78855
"ADCY9",5.35663,5.19679,5.23708,4.87244,5.39692,5.35331,4.91826,5.51416,5.08418,5.09183,5.42071,5.18063,5.29888
"ADGRG4",2.70421,2.82082,2.65321,2.88703,2.91523,2.84303,2.91162,2.94021,2.90694,2.78806,2.83689,2.72329,2.57765
"ADORA2B",5.91169,6.07076,5.48284,6.25289,5.70153,5.83532,5.8121,5.82871,5.72027,5.9375,5.8994,5.92597,5.96009
"AFF2",5.43906,5.16226,4.84256,4.83889,4.84932,4.90553,5.00181,5.08036,4.78354,4.95089,5.02527,4.90812,4.93742
"AFF2-IT1",3.29248,2.91626,3.19407,2.90575,2.58606,2.86149,3.21832,2.62785,2.68822,2.71179,2.36607,2.73748,2.52353
"AGAP10P",8.32666,8.42956,8.30115,8.29084,8.26043,8.09595,8.75957,8.30616,8.18614,8.05977,8.2092,8.21233,8.14028
"AGAP4",8.0056375,7.9717975,7.9691575,7.946305,7.8100325,7.8056825,8.2549575,7.928515,7.86139,7.7275975,7.8904375,7.873325,7.7608125
"AGER",6.38166333333333,6.07456333333333,6.16232666666667,5.8667,6.35692666666667,6.09467666666667,6.09807,6.32987333333333,6.21381,6.19717,6.02343666666667,6.09981,6.14455666666667
"AGFG2",6.10366,6.14478,6.28537,6.27776,5.65287,6.41511,5.74063,6.00297,6.344,6.2466,6.08019,6.25734,6.26009
"AGK",5.60972,5.79406,6.43552,5.97643,5.5061,6.27262,5.43285,5.97907,5.86635,5.77681,5.63731,5.91862,5.50453
"AGTPBP1",8.14321,7.68397,7.78703,7.43187,7.91942,7.56832,7.67643,7.85401,7.4842,7.60953,7.67193,7.77764,7.55102
"AIFM1",5.39466,5.16872,5.77452,5.35592,5.52174,5.5556,5.36685,5.76661,5.59986,5.38768,5.48068,5.5098,5.30624
"AIRE",4.05709,4.40787,3.98729,4.40873,4.1719,4.181,4.21681,3.94726,4.5192,4.27411,3.91613,4.45769,4.40477
"AKAP11",6.05501,6.01501,6.70792,6.38558,6.10337,6.49219,6.00605,6.22669,6.16218,6.13791,6.27138,6.00185,5.70882
"AKAP17A",5.44882,5.21168,4.80532,4.84439,4.87207,4.97604,5.25246,5.37705,5.21296,5.16925,5.0809,5.24324,5.32109
"ALAS1",7.15272,6.73963,6.85606,6.73791,6.86139,6.83018,6.78314,6.89634,6.8403,6.60532,6.65771,6.73577,6.68665
"ALDH1B1",4.82129,4.88463,4.73018,4.9243,4.54671,4.99312,4.89584,5.13012,4.58115,5.08489,4.95909,4.82831,4.69586
"ALDH3B1",7.10683,6.57613,6.29031,6.66762,6.81785,6.47505,6.94208,6.85991,6.99061,6.72274,6.78083,6.98146,6.61008
"ALDH3B2",3.87773,4.0294,3.71535,4.05216,4.20985,4.15609,4.08731,3.77978,4.01759,3.82017,4.4854,3.93868,4.06867
"ALG1L8P",4.98829,5.1394,5.14683,4.76174,4.96649,5.04707,5.12862,4.99217,4.7243,5.04986,4.94162,5.02975,4.90859
"ALKBH4",4.70947,4.76533,4.54094,4.90079,4.7959,4.93872,5.00803,4.65218,4.65447,4.89161,4.9638,4.81635,4.96109
"ALKBH6",5.3236,5.44848,5.39578,5.05659,5.16335,5.2717,5.26556,5.31064,5.44119,5.31007,5.41019,5.04977,5.08058
"ALKBH8",4.81729,4.84172,5.62242,5.13597,4.74023,5.10361,4.84663,5.05554,4.75432,4.83443,4.96181,4.77982,4.73843
"ALOX12",5.37553,5.48755,4.966,5.49718,5.09982,5.26234,4.80938,5.35457,5.03139,5.35998,5.81978,5.03865,5.21532
"ALOX12-AS1",5.57611,5.62557,5.84399,5.363285,5.46266,5.450915,5.347925,5.4729,5.519435,5.577095,5.444425,5.479725,5.38119
"ALOX12P2",3.36702666666667,3.48848333333333,3.47714333333333,3.63941666666667,3.17983666666667,3.48588,3.67331333333333,3.46074,3.53608333333333,3.53233,3.641,3.71053333333333,3.39143666666667
"ALOX5",9.36057,8.81783,8.15315,8.56408,9.16428,8.77239,9.11878,9.05142,8.84978,9.00994,9.0355,9.07245,9.00487
"ALPK2",2.53776,2.79965,2.63666,2.20495,2.81398,2.54027,2.57608,2.48407,2.30283,2.26845,2.41895,2.15458,2.97975
"AMBN",3.45938,2.83033,3.15518,3.18146,3.5568,3.24531,3.20776,3.19587,3.19549,3.30656,3.18553,3.31985,3.64504
"AMELY",2.5899,2.44753,1.91256,2.13629,2.20362,2.47879,2.37179,2.04876,2.33718,2.25672,2.24783,2.65741,2.29008
"AMER1",4.15507,4.66797,4.26363,4.072,4.1142,4.39075,4.09393,4.25638,4.50752,4.06803,4.18521,3.93528,4.33207
"AMPH",3.44224,3.98188,3.62239,3.66955,3.5857,3.66521,3.57693,3.39117,3.97782,3.73208,3.53226,3.55228,3.79758
"AMTN",2.24053,2.21871,2.20463,2.42818,2.10885,2.4461,1.95925,2.42297,2.47921,2.09847,2.35701,2.75197,2.13793
"ANAPC1P1",5.46521,5.79234,5.97852,5.83756,5.627595,5.98631,5.87286,5.70638,5.76051,5.638295,5.682475,5.59979,5.480615
"ANAPC4",5.23366,5.21575,5.89788,5.14207,5.52511,5.58354,5.1894,5.30827,5.19071,5.02987,5.13779,5.14209,5.04297
"ANGPTL4",4.96091,5.02675,4.56505,5.00827,4.61803,4.80296,4.90785,4.92135,4.99244,4.91698,4.73044,4.90415,5.20106
"ANK1",6.209815,6.523845,5.78929,6.36635,6.277965,6.1597,5.45247,5.74782,6.07751,6.1013,6.00556,5.77013,6.22396
"ANK3",5.22223,5.49379,6.27156,5.34272,5.64301,5.69024,4.8941,5.36026,5.52243,5.52735,5.08756,5.75962,4.91979
"ANKAR",4.070335,4.63265,5.182825,4.634435,4.4193,4.839905,4.51155,4.41338,4.174555,4.40348,4.273685,4.663525,4.464435
"ANKDD1B",2.30617,2.33048333333333,2.3132,2.16144,2.27656,2.40159333333333,2.44653333333333,2.44836,2.38025666666667,2.34201333333333,2.58410666666667,2.24450333333333,2.41932666666667
"ANKLE1",4.85345,5.1194,4.18491,4.6621,4.83317,4.83264,4.80532,4.81987,4.72595,4.76759,4.53577,4.83445,5.07795
"ANKRA2",5.35915,5.22173,5.98315,5.24696,4.92677,5.12571,5.1882,5.44394,5.30953,5.21584,5.3266,5.48892,5.21414
"ANKRD18A",5.20976,5.18605,5.39105,5.17511,4.91778,5.11927,4.92622,4.50511,5.11109,5.34201,4.98463,4.81375,4.78815
"ANKRD2",4.62789,4.67934,4.49316,4.79739,4.70741,4.80296,4.57993,4.40464,4.74107,4.59891,4.35255,4.86548,5.06803
"ANKRD20A2",4.91386,5.21164,5.34687,4.8274,4.851195,4.425135,4.61927,4.620755,4.434525,4.61536,5.071745,5.224055,4.41541
"ANKRD22",4.73628,4.11085,4.34259,3.52325,4.34462,3.89738,4.52161,3.96235,4.56113,3.18915,3.51918,4.7896,5.08151
"ANKRD30A",2.0616,2.11698,2.44357,1.83285,2.21207,2.38447,2.18993,2.28183,2.03843,2.41393,1.90671,2.0763,1.98209
"ANKRD30BP2",2.64357,2.92204,3.00153,3.08989,2.62855,3.00733,3.12865,2.90627,3.07545,3.04697,3.04031,3.13399,3.3411
"ANKRD33B",5.47248,4.95203,5.04349,5.42456,5.22924,5.40417,5.18404,5.00955,5.49941,5.38046,5.24302,5.46278,5.65207
"ANKRD33B-AS1",3.14371,3.34401,2.90716,3.10084,3.21968,2.97212,3.1794,2.82116,3.38774,3.02896,3.02625,3.00815,3.15078
"ANKRD34B",3.10811,3.54144,3.54303,3.11334,4.20524,3.36488,3.45195,3.26226,3.45808,3.45582,3.52254,3.35625,3.59227
"ANKRD44",8.52568,8.53747,8.74919,8.37756,8.59487,8.63145,8.77743,8.66569,8.57697,8.59534,8.51923,8.63368,8.57304
"ANKRD44-IT1",7.52194,7.56748,7.9323,7.67769,7.83358,7.70573,7.64186,7.90371,7.80207,7.97942,7.82555,7.87086,7.49372
"ANKRD54",4.88932666666667,5.04560666666667,4.88607,4.96806666666667,4.88689,4.92752333333333,4.92231,4.94305666666667,4.89981666666667,4.99256666666667,5.07470666666667,4.88764666666667,5.16107
"ANKRD55",4.51692,4.3893,5.26683,4.56869,3.89416,3.97905,4.4961,4.74297,4.65647,4.46344,4.78137,5.16536,4.13572
"ANKRD62",1.25587,1.66922,1.60769,1.50606,1.94631,1.62628,1.6833,1.57457,1.64142,1.75589,1.67682,1.93012,1.30807
"ANKRD62P1-PARP4P3",1.6752,1.51251,1.80345,1.37538,1.48879,1.24579,1.70636,1.91314,1.59653,1.38444,1.53506,2.01328,1.92648
"ANKRD63",4.98012,5.44616,4.86954,5.59223,5.09775,5.21905,5.19135,4.9116,5.23268,5.36498,5.03676,5.13662,5.45937
"ANO1",3.69814,3.85146,3.34157,3.74756,3.69177,3.39567,3.58836,3.28397,3.74329,3.44449,3.79267,3.50199,3.92455
"ANO1-AS1",3.76561,4.12147,3.96529,4.06122,4.1421,4.14469,4.20786,4.32658,4.24239,3.81257,4.23543,4.35726,4.58961
"ANO9",5.53468,5.46182,5.61224,5.3805,5.28594,5.56704,5.31746,5.17378,5.5295,5.64602,5.32872,5.08617,5.46322
"ANP32AP1",1.88474,2.64318,2.29947,2.58309,2.53041,2.38946,2.44679,2.11459,2.81227,2.34145,3.0729,1.95039,2.44223
"AP1S3",3.54775,3.53754,3.38452,3.56454,3.72429,3.63132,3.76826,3.35543,3.41943,3.15104,3.24472,3.39756,3.41635
"AP3B2",3.95121,3.97607,3.74383,3.70817,3.72954,4.08062,3.95229,3.68791,4.33991,3.89725,3.6409,3.91495,3.91284
"AP3M1",7.22051,7.29044,7.46989,7.25941,7.3058,7.25502,7.32589,7.41519,7.31807,7.11324,7.24153,7.1116,7.15698
"APBB2",4.805075,4.55213,4.82502,4.775585,4.69846,4.7302,4.399485,4.63397,4.548265,4.7684,4.76316,4.89507,5.00771
"APEX1",6.79752,6.71208,7.30407,6.91006,6.38497,6.88675,6.4011,7.00331,6.54669,6.82985,6.67966,6.82251,6.27374
"APOL5",1.9088,1.87842,1.94107,1.83488,2.07001,1.85952,1.91438,1.82624,1.75043,1.59176,1.63588,2.04814,2.19959
"AQP7",3.58973,3.56989,3.239,2.98384,3.3344,3.279745,3.162915,3.480935,3.580685,3.206565,3.42898,3.61937,3.340505
"AQR",7.06577,6.94468,7.55587,6.9797,7.09991,7.10945,7.05041,7.14869,6.84398,6.86283,6.94588,7.00408,6.77367
"ARAP1",7.73254,6.87515,6.66083,6.84024,7.30812,7.07442,7.48647,7.56115,7.4545,7.52348,7.38274,7.40886,7.47667
"ARAP1-AS1",4.90469,4.56366,4.25584,4.93611,4.7615,4.48996,4.87223,5.00732,5.04991,4.95718,5.31324,4.97924,5.25519
"ARAP1-AS2",4.23885,4.04028,3.38934,3.82052,3.79167,3.84446,4.10981,3.58185,4.14936,3.97832,4.11156,3.68369,3.84959
"ARFGEF1",7.50782,7.40846,7.97551,7.35878,7.52974,7.75698,7.58424,7.61712,7.44398,7.37452,7.4221,7.61206,7.51183
"ARG1",6.48188,5.49641,5.52825,5.32126,5.58322,4.91732,4.99847,5.30028,4.5833,5.26354,4.79515,5.83147,5.91442
"ARGFXP2",2.44896,1.68466,1.73908,1.8751,2.15935,1.74723,1.69008,2.08009,2.14237,1.62787,2.06821,1.74079,1.87716
"ARHGAP11A",4.25147,3.82912,5.0829,4.50071,4.20921,5.17698,4.57596,4.38061,4.2486,4.37036,4.44191,3.92555,4.23795
"ARHGAP15",7.44511,7.52148,7.87092,7.43412,7.50865,7.38503,7.62749,7.2003,7.35203,7.42138,7.52556,7.41891,7.47311
"ARHGAP18",5.54638,5.80031,5.93949,5.53055,5.57882,5.64432,5.53838,5.78091,5.66077,5.34816,5.70478,5.63509,5.26927
"ARHGAP21",4.94487,5.13605,5.09072,4.87743,4.92856,4.98586,4.9534,5.11766,5.0047,4.95481,5.22383,4.47734,4.50885
"ARHGAP25",8.93379,8.82195,8.30599,8.47132,8.87893,8.70446,9.24373,9.00023,8.86959,8.90328,8.93528,8.87449,9.0517
"ARHGEF10",3.59229,3.78727,4.25061,3.82358,5.20583,3.77118,3.83553,3.84446,4.2206,4.24321,4.02324,3.90737,4.00841
"ARHGEF12",6.35593,7.54515,6.52808,7.04409,7.35595,6.83739,5.33776,6.65808,6.61363,6.64867,6.67881,6.32785,6.67199
"ARHGEF18",7.45489,6.80746,7.03417,6.95046,6.9816,7.11491,6.88701,7.13877,7.12214,7.32678,7.28458,7.078,7.00016
"ARHGEF6",8.20532,8.03839,8.47366,8.10482,8.13363,8.39962,8.15838,8.21646,8.18048,8.00281,8.04911,8.15441,8.07305
"ARID3B",6.76807,6.39655,6.55459,6.32994,6.58874,6.54309,6.90669,6.78251,6.76038,6.76872,6.77903,6.61052,6.72195
"ARID4A",7.0649,6.96686,7.35441,6.98153,7.19582,6.98612,7.31759,7.058,6.75041,6.86358,7.03717,6.84332,6.82555
"ARL4A",4.48864,4.72985,4.32688,4.70137,4.93091,4.75355,4.47747,4.47959,4.41498,4.33604,4.56782,4.41888,4.54229
"ARL5B",6.46628,6.46367,6.75045,6.32224,6.28304,6.52374,6.42596,6.38939,6.24603,6.30499,6.40597,6.27299,6.26493
"ARMC10",5.38952,5.273955,5.95296,5.46917,5.300365,5.411765,5.366025,5.72493,5.361495,5.31061,5.513465,5.358645,5.26682
"ARMC2",5.61582,5.11711,5.34085,5.28943,5.29767,5.37543,5.54001,5.53098,5.36516,5.41088,5.43948,5.25983,5.1966
"ARMC2-AS1",1.7762,1.96204,1.67944,1.8391,1.50523,1.84652,2.0311,2.60324,1.08033,1.7395,1.24934,1.61361,1.58388
"ARMH3",6.3255,6.02506,6.68249,6.32936,6.39356,6.35867,6.08961,6.53348,6.44907,6.43492,6.23524,6.51726,6.32019
"ARPC2",8.54231,8.35585,8.25751,8.35776,8.36632,8.49283,8.58128,8.47207,8.39132,8.33,8.45491,8.41232,8.31186
"ARPP19",7.00691,7.10634,7.27829,6.99864,7.11205,7.14673,7.0637,7.17736,6.80059,6.84691,7.04396,7.08636,7.02857
"ARRDC2",5.83724,5.70777,5.37434,5.63303,5.47894,5.83669,5.6667,5.69444,5.75224,5.9228,5.86946,5.70508,5.69903
"ARRDC3",9.25237,9.00247,8.4959,8.30821,8.94228,9.03158,9.77154,8.93001,8.97512,9.13415,9.25697,8.84228,9.17769
"ARRDC3-AS1",3.87248,3.69744,3.65149,3.71653,3.84475,3.63868,3.93466,3.54986,3.75361,3.62573,3.98777,3.53877,3.70005
"ARSD",6.22088,5.76942,5.13142,5.43729,5.60369,5.29633,5.47116,5.69167,5.72257,6.00132,5.69681,5.65081,5.60467
"ARSD-AS1",3.77556,3.86395,3.42283,3.88979,3.81837,3.66043,3.87312,4.00988,3.84689,4.21994,4.02029,3.6444,3.88143
"ARSE",2.92028,2.9108,2.65057,2.87684,2.94692,2.76914,3.04241,2.51996,2.89427,2.69581,2.68164,3.02774,3.22456
"ARSJ",2.40097,2.07542,2.66695,2.16875,2.58767,2.34239,2.23355,2.24729,2.23588,2.59463,2.1798,2.25557,2.06955
"ART1",3.89179,4.65259,4.12664,4.50914,4.48107,4.27571,4.042,3.8046,3.78724,3.96693,3.84668,4.06717,4.23837
"ART5",3.46795,4.06117,3.68501,3.88915,3.93075,3.83181,3.9234,3.72072,3.74339,3.9581,3.49359,3.87729,4.10556
"ARVCF",4.46249,5.09666,4.66122,5.01691,4.94128,5.07636,4.98643,4.81226,4.95978,4.82129,4.78398,5.00472,5.23081
"ARX",4.59321,5.12176,4.54085,4.98571,4.7938,5.0592,4.92521,4.80489,5.02355,4.76227,4.71714,4.93686,5.07857
"ASB12",2.69193,2.50367,2.3219,2.6157,2.82512,2.44574,2.6836,2.76276,2.86088,3.0412,2.64092,2.28634,2.80014
"ASB2",3.83295,3.98587,3.42864,3.7568,3.61487,3.98791,4.08235,3.94973,4.16072,4.53024,4.32536,3.86322,3.90482
"ASB4",2.75303,2.97478,2.74544,3.47936,3.02552,2.86435,2.85918,2.71482,2.73669,3.11656,2.7903,2.58535,2.926
"ASCC2",8.87692,9.68495,8.19502,9.06349,9.08586,8.75913,7.65648,8.43743,8.43623,8.53222,8.59491,8.29592,9.29074
"ASF1A",6.46295,6.87451,7.37188,6.62667,6.36699,7.10895,6.53371,6.38579,6.36329,6.5047,6.63585,6.90652,6.30992
"ASMT",5.58057,5.50649,5.30556,5.43178,5.33133,5.55736,5.49858,5.34555,5.22688,5.36039,5.55836,5.30563,5.51769
"ASNSD1",5.46938,5.54757,6.42105,5.94349,5.12406,5.48136,5.59633,5.55167,5.41166,5.47201,5.72642,5.58489,5.46351
"ATL1",3.88671,4.23235,4.04026,4.12174,4.06721,4.08907,4.04491,3.62682,3.65324,4.07055,4.09135,4.02139,3.74585
"ATM",8.02198,8.21058,9.10221,8.45523,8.13999,8.47011,8.00542,8.34301,8.11809,8.03698,8.13366,8.30883,7.93782
"ATP10B",3.14671,3.29355,3.4468,3.73067,3.74322,3.5151,3.84835,3.49771,3.48836,3.69635,3.49052,3.57426,3.59764
"ATP11A",6.26508,5.638965,5.926985,5.648625,6.15448,5.59669,6.266505,6.285655,6.12936,6.112655,6.13868,6.260005,6.11763
"ATP11A-AS1",4.2907,4.35568,4.08515,4.41016,4.40631,4.36147,4.49428,4.31313,4.29699,4.29861,3.91843,4.35214,4.49748
"ATP11AUN",3.49798,3.36811,3.27546,3.71125,3.62504,3.48322,3.80125,3.70951,3.73386,3.47433,3.39789,3.32983,3.66137
"ATP5F1D",8.06058,7.66596,7.39828,7.92266,7.70199,7.8322,7.63812,8.07459,7.98964,8.12191,8.13314,7.91014,7.68066
"ATP5MD",5.4306,5.24843,5.60513,5.59743,5.11304,5.37862,5.14125,5.32066,4.97898,5.1655,5.20767,5.28157,5.22784
"ATP5ME",5.77867,5.62366,5.93537,5.75441,5.59475,5.76693,5.86504,5.74426,5.58525,5.71483,5.48355,5.78241,5.83773
"ATP5PF",4.99753,4.87266,5.27898,4.91931,4.85554,4.57696,4.78101,4.78297,4.6631,4.64142,4.68793,4.90526,4.73729
"ATP6V0D2",1.70765,1.74027,1.43532,1.24342,1.38857,1.39697,1.39589,1.33662,1.35354,1.19948,1.41931,1.6596,1.5452
"ATP8B5P",3.658374,3.937354,3.83762,3.850388,3.994956,3.843936,3.729178,3.793656,3.631344,3.78985,3.659062,3.817526,3.90214
"ATRAID",6.20443,5.9967,6.14645,6.11773,6.11564,6.15841,6.15451,6.41705,6.24036,6.42746,6.08384,6.25108,6.07319
"ATXN3",5.47231,5.66497,5.682945,5.35344,5.40311,5.06044,5.49058,5.54137,5.31446,5.40957,5.243905,5.850045,5.2906
"ATXN3L",1.80599,1.91988,1.76553,2.20889,1.80469,2.36609,1.99534,2.4876,2.406,2.11268,2.4741,2.23457,2.26888
"AUH",5.59147,5.62655,6.14786,5.62119,5.72789,5.66377,5.46692,5.7581,5.32299,5.61239,5.59979,5.73515,5.60767
"AUP1",7.92903,7.49009,7.89628,7.71929,7.34965,7.66685,7.45566,7.75508,7.70246,7.37956,7.63623,7.49962,7.52629
"AVL9",7.17552,7.14761,7.11819,6.84865,7.225,7.15297,7.29611,7.34929,7.11004,7.14918,7.20084,7.06947,7.11157
"AVPI1",5.09964,5.04964,4.86655,5.13322,4.93593,5.13223,5.0584,4.88142,4.8188,4.83526,4.86266,4.96227,5.29809
"B3GAT3",5.31382,5.02882,5.05206,5.25778,4.85207,5.30626,5.27226,5.41378,5.41163,5.22581,5.20158,5.2793,5.14358
"B3GNT3",3.40465,3.47233,2.97277,3.36373,3.44346,3.43885,3.89953,3.40173,3.52477,3.1165,3.40208,3.30175,3.61898
"B3GNT6",4.70021,5.03869,4.55717,5.30998,5.00528,4.97224,4.95549,4.73548,4.96502,4.99937,4.86125,5.23304,4.87264
"B4GALT1",8.02658,7.79858,7.52797,7.84994,8.0101,7.90633,8.07727,8.06285,7.97331,8.24698,8.11122,7.82105,8.0525
"B4GALT1-AS1",4.03445,4.13489,3.74656,4.13006,4.04895,4.12739,3.84711,4.13582,4.01533,4.10101,3.98507,4.08335,4.30322
"B4GALT6",4.47142,4.00614,4.966,4.49474,4.26044,4.37497,3.81641,4.77723,3.74339,4.27506,4.19641,4.233,3.85222
"BABAM1",7.71214,8.13794,6.99144,7.44678,7.51758,7.43681,6.60338,7.41226,7.34123,7.45579,7.51604,7.30937,7.53752
"BACE1",4.65202,4.64177,4.16309,4.77562,4.69744,4.85126,4.86349,4.79523,4.86348,4.82822,4.71641,4.91087,4.61231
"BAG1",6.26997,6.68366,5.83979,6.36536,6.36418,5.95394,5.23943,6.48844,5.95617,6.30273,6.09845,5.64702,6.53248
"BAGE2",5.99686375,5.98336375,6.18212125,6.0657925,6.1971725,6.06883625,6.21525875,6.1085775,6.08583625,5.98233125,6.03324,5.9790025,5.81255125
"BAIAP3",5.03802,4.92278,4.70439,5.11974,4.9921,4.9166,5.12208,4.9921,5.22987,5.18839,5.16816,4.91921,5.37396
"BARX1",5.05779,5.04979,4.64768,4.79109,4.77544,5.21126,4.83428,4.94306,5.00423,4.89215,4.61794,4.91782,5.18117
"BARX1-DT",4.57646,4.91858,4.47913,4.64291,4.89732,4.97679,4.84556,4.65832,4.81964,4.82443,4.91157,5.35413,4.84742
"BATF",5.79593,5.91823,5.63196,5.79776,5.43289,5.71292,5.71998,5.57759,5.66015,5.87648,5.20358,5.71134,5.83944
"BAZ1A",8.27021,8.29722,8.35663,8.10018,8.76542,8.38425,8.79022,8.31636,8.23018,7.96212,8.32301,8.12234,8.23503
"BAZ1B",6.6037,6.60722,7.24808,6.86116,6.73912,7.16529,6.68157,6.91071,6.90772,6.70463,6.7086,6.78016,6.67155
"BAZ2B",8.19145,8.02909,7.79992,7.81087,8.204,7.83794,8.38227,8.04298,8.18061,8.15301,8.20519,7.99416,8.07605
"BBOX1",1.77464,2.24424,2.37363,2.0739,2.32353,2.26344,1.9865,2.12043,2.20161,2.3246,2.493,2.17073,2.27708
"BBOX1-AS1",2.8816,2.38106,2.55069,2.56549,2.16126,2.02131,2.72307,2.48095,2.7864,2.66265,2.50218,2.65745,2.30822
"BCAP31",6.865185,6.0768125,6.4215175,6.0086775,6.4846775,6.61142,6.32611,6.618495,6.421625,6.5820375,6.6127625,6.3955825,6.3560775
"BCL11A",6.66841,6.62508,6.43877,6.84662,6.67261,6.90908,7.06109,6.50562,7.0147,6.88008,6.67544,6.46209,6.46366
"BCL2A1",6.82,6.59723,7.18882,6.84364,7.02894,6.25729,7.4917,6.41392,6.58653,6.17081,6.8451,6.75284,6.63089
"BCL6B",3.58827,4.24668,3.86731,3.88488,3.65269,4.09603,4.06292,3.55995,3.72337,3.68937,3.60724,4.25659,4.12109
"BCL7B",6.60356,6.43132,6.44697,6.49076,6.08584,6.44036,6.20994,6.5426,6.58503,6.64463,6.54968,6.36704,6.59626
"BCS1L",5.33387,5.16675,5.74235,5.33188,5.15292,5.24202,4.49724,4.87186,5.31006,5.13998,4.90276,4.8558,4.97786
"BEND7",3.74022,4.2287,2.67485,3.33069,4.12543,3.02823,3.79895,3.53966,3.57491,3.188,3.45808,3.78253,3.66545
