"HGNC.symbol","GSM3440214","GSM3440217","GSM3440222","GSM3440223","GSM3440224"
"IGHD3-10",2.02619,1.65116,1.78175,2.49468,1.65549
"IGHD3-9",2.02619,1.65116,1.78175,2.49468,1.65549
"IGHD7-27",7.63885,8.46533,8.06159,8.18712666666667,7.76168
"IGHE",5.38138,5.75242,5.41034,5.80326,5.84757
"IGHEP1",5.74094,5.69955,5.61401,5.87459,5.44172
"IGHG1",5.43479,5.53175,6.67912,6.40498,5.72464
"IGHG3",6.04558,6.18534,6.73357,7.13146,6.09355
"IGHG4",5.26933,5.85536,5.81999,5.98503,5.60196
"IGHJ1",7.63885,8.46533,8.06159,8.18712666666667,7.76168
"IGHJ1P",7.63885,8.46533,8.06159,8.18712666666667,7.76168
"IGHJ2",7.63885,8.46533,8.06159,8.18712666666667,7.76168
"IGHJ2P",7.63885,8.46533,8.06159,8.18712666666667,7.76168
"IGHJ3",8.177835,8.964345,8.558765,8.6537,8.099075
"IGHJ3P",9.25069,10.3306,3.7712,9.70658,4.12601
"IGHJ4",9.33342,10.3079,6.74825,9.88454,6.61652
"IGHJ5",9.33342,10.3079,6.74825,9.88454,6.61652
"IGHJ6",9.25069,10.3306,3.7712,9.70658,4.12601
"IGHM",8.89036,9.02008,8.99543,9.1758,8.91307
"IGHV1-18",5.89321,5.62228,5.64538,5.78275,6.04143
"IGHV1-2",6.11338,6.24364,6.02144,6.77548,6.32411
"IGHV1-24",4.87299,4.04136,4.51827,4.63534,4.26924
"IGHV1-45",1.89835,2.2678,2.32007,1.77425,2.19742
"IGHV1-46",4.02152,4.0439,3.97554,4.00553,4.14455
"IGHV1-58",4.16802,4.4197,4.76929,4.76116,4.35878
"IGHV1-69",1.74462,1.83164,1.38703,2.14655,1.58934
"IGHV1-69-2",3.17387,3.67857,3.42078,3.61591,4.20029
"IGHV1-69D",1.74462,1.83164,1.38703,2.14655,1.58934
"IGHV1OR15-9",5.88498,5.81784,5.03343,5.80448,5.6284
"IGHV1OR21-1",4.80545,4.77688,4.78778,5.28347,4.78526
"IGHV2-26",4.63124,5.03266,4.02301,5.13788,4.21822
"IGHV2-5",4.89103,5.26252,4.39764,4.99833,5.20203
"IGHV2-70",5.93804,5.55779,6.10558,5.99682,6.34142
"IGHV2-70D",5.93804,5.55779,6.10558,5.99682,6.34142
"IGHV3-15",6.87937,7.24439,6.77814,7.06453,6.46844
"IGHV3-16",2.05133,2.22096,1.93433,1.92152,1.89745
"IGHV3-20",3.30301,2.15096,2.10296,2.86807,2.88667
"IGHV3-23",6.13732,7.1199,6.95245,6.38805,6.22317
"IGHV3-30",6.40307,6.98203,7.34545,7.39914,7.28757
"IGHV3-33",8.2813,9.05377,8.6938,8.94966,8.40383
"IGHV3-35",3.95674,3.65101,4.04867,3.8074,3.43129
"IGHV3-38",2.20675,2.75733,3.72834,3.41169,3.76951
"IGHV3-43",3.01933,3.6773,3.03045,3.15902,2.79657
"IGHV3-48",4.96402,4.97906,4.56658,4.83787,4.34425
"IGHV3-49",4.42758,4.21696,4.56757,4.89886,4.33056
"IGHV3-53",2.88642,3.983,3.7031,3.55505,3.57714
"IGHV3-66",4.65928,5.62766,5.20206,5.16962,4.81129
"IGHV3-7",4.03464,3.17317,2.67591,3.71008,3.28058
"IGHV3-72",3.42705,3.44488,2.60266,2.7946,3.01252
"IGHV3-73",4.52038,4.42111,4.75298,4.04001,4.53319
"IGHV3-74",5.12575,4.88172,5.05793,4.3674,4.00673
"IGHV4-28",5.55241,5.70638,4.5388,5.04556,5.42405
"IGHV4-34",8.10053,7.50834,7.9965,8.16209,7.75714
"IGHV4-39",2.96555,2.63274,2.79178,2.85856,2.20128
"IGHV5-51",5.95995,6.36468,6.06359,5.96777,5.71092
"IGHV6-1",6.32274,6.5432,6.3368,6.37879,6.20201
"IGHV7-81",3.02232,3.26392,2.9152,2.918,3.00366
"IGHVIII-47-1",5.1813,5.17735,5.04844,5.387,4.9957
"IGIP",5.32546,4.7265,4.83362,5.39975,5.00318
"IGKV1OR22-5",4.44075,4.09539,4.15689,3.96736,4.08981
"IGKV2OR22-4",6.638905,7.02125,7.05193,7.044315,7.10464
"IGKV3OR2-268",5.770355,6.276335,5.7752975,5.914735,5.4643625
"IGLV2-33",2.65795,2.67557,2.71708,2.46191,2.58378
"IGLV3-32",3.06229,3.26126,3.10903,3.31289,3.12795
"IGSF22",4.19702,4.17747,3.77972,4.2193,4.26152
"IKZF5",7.29083,7.00755,7.34121,7.35913,7.17912
"IL15RA",5.23101,5.1564,5.3827,5.2576,5.46844
"IL17A",2.39471,2.5962,2.54865,2.40951,2.40475
"IL17D",4.3408,4.63289,4.46774,4.62144,4.41325
"IL17F",3.45417,3.16328,3.31166,2.98957,3.47737
"IL17RA",9.98088,9.7975,9.82233,9.26212,10.0026
"IL17RC",4.36704,4.50545,4.76178,4.47631,4.62708
"IL1RAPL1",1.84672,2.03243,1.51304,1.74045,1.62562
"IL22RA1",4.18976,4.33618,4.17231,4.03265,4.47367
"IL2RA",5.85826,5.36333,5.47597,6.22181,5.33126
"IL32",5.37174,5.37794,5.04702,5.85573,5.89431
"IL4",3.36854,3.38678,2.62144,2.86946,2.82184
"IL6ST",7.77904,7.36355,7.96075,7.81755,8.07793
"IL7R",9.88477,9.6888,10.0684,10.3963,10.1946
"IMP4",5.93521,5.54483,5.75473,5.75706,5.90195
"IMPA1",5.17171,5.10451,5.33552,5.19715,4.87459
"IMPA2",7.734,7.74918,7.92853,6.94599,7.82938
"IMPAD1",5.90125,5.49485,5.81502,5.63893,5.68945
"INA",3.09355,3.26038,3.5154,3.65683,3.25166
"INAFM2",5.94915,5.73654,5.71629,4.93664,5.82486
"INE1",4.63323,4.63849,4.46126,4.30122,4.82378
"INIP",6.43098,6.00529,6.29087,5.69893,6.09198
"INPP1",5.22859,5.12501,5.19781,4.60161,4.98534
"INPPL1",6.14648,5.82992,6.05966,5.54878,6.01842
"INSL3",5.4954,5.54189,5.24962,5.628,5.53246
"INSM1",4.4348,4.96602,4.9734,5.01091,4.92268
"INSR",5.04198,5.0895,5.04714,4.30877,4.93228
"INSYN2B",4.89976,4.48211,4.40501,4.55316,4.80114
"INTS1",6.07437,5.87275,5.80162,5.83588,5.83682
"INTS4P1",5.45954,5.029618,5.296252,5.397452,5.261764
"INTS4P2",6.192274,5.82523,6.151178,6.095206,5.936548
"INTS5",5.25341,4.85762,5.09895,4.60258,5.41184
"INTS9",5.78214,5.3495,5.56866,5.71597,5.74443
"INTS9-AS1",2.81346,1.99634,1.8821,2.10285,1.85138
"IPO7",6.43111,6.01285,6.74493,6.48076,6.54455
"IQSEC1",7.70131,7.42633,7.48972,7.411105,7.453425
"IRAK2",5.59437,5.52754,5.52171,5.65511,5.57333
"IREB2",7.28199,6.83209,7.18664,6.83746,6.67548
"ISOC1",6.35509,6.67547,6.71673,6.49906,6.75686
"ITGAE",3.84193,3.83969,3.95799,4.03517,3.6477
"ITGB1BP2",3.02262,2.93411,3.01329,3.08348,2.77069
"ITPK1",8.27227,8.31226,8.40338,7.56998,8.25521
"ITPK1-AS1",4.09321,4.11715,3.78623,4.10695,4.10954
"ITPR3",5.62272,5.55028,5.65387,5.77589,5.78694
"ITPRID1",2.71624,2.91506,2.96025,2.86202,2.71238
"IWS1",6.27043,6.01498,6.14634,5.94858,6.22227
"JAK3",7.16231,6.52728,6.55992,6.53341,6.87893
"JAM3",4.65477,4.49052,4.3518,4.53687,4.22409
"JCAD",3.39871,3.35008,3.66422,3.4249,3.81038
"JCHAIN",5.94109,6.7949,6.71551,6.10312,5.2533
"JDP2",6.24952,6.33208,6.43966,5.89148,6.44103
"JMJD7-PLA2G4B",5.34959,5.34812,5.43004,5.09242,5.19669
"JPH2",4.27077,4.40235,4.0472,3.93991,4.27499
"KANK3",4.76028,5.29479,4.97069,5.07218,5.2039
"KANSL3",6.18151,5.87813,5.74203,6.09959,5.81697
"KATNAL1",4.43812,4.56943,4.56402,4.61579,4.46135
"KATNAL2",3.94543,4.25589,4.08413,4.33104,4.16315
"KAZALD1",3.90704,4.38852,4.03406,4.26322,3.99965
"KAZN",4.090075,4.46206,4.33217,4.08569,4.27983
"KAZN-AS1",3.179335,3.051695,2.95171,2.731485,2.972085
"KBTBD2",6.51151,6.50116,6.65591,6.3893,6.54494
"KCNB1",4.31562,4.73263,4.54475,4.76092,5.12087
"KCND1",4.03826,4.57931,4.30925,4.00197,4.5164
"KCNE1B",4.768915,4.93488,4.787445,4.56127,4.899765
"KCNE4",3.97828,3.90566,3.96911,3.99724,3.87992
"KCNIP1",3.15311,3.43131,3.20999,3.08864,2.85898
"KCNIP3",3.97882,4.68264,4.14618,4.5208,4.34491
"KCNJ11",4.11339,4.73811,4.3835,4.22759,4.31345
"KCNK18",3.92394,4.02608,4.05001,4.01417,3.79824
"KCNK6",6.57129,6.26856,6.32074,6.1909,6.17684
"KCNMB3P1",4.15337,3.06924,3.39622,3.7819,3.34325
"KCNN1",4.25806,4.79224,4.94415,4.63991,4.86225
"KCNQ2",3.798105,4.1742,4.059325,3.94812,3.9865
"KCNS2",3.78434,3.6256,3.92548,3.74672,3.75613
"KCNS3",3.92653,3.74662,3.70993,3.87921,3.73378
"KCTD4",3.46627,3.48112,3.3177,3.28508,3.49833
"KEL",6.05158,7.4883,5.85949,6.66464,6.14697
"KHK",4.18388,4.30107,4.24825,4.37164,4.3124
"KIAA0586",5.92372666666667,5.77427,6.02512333333333,5.97966666666667,5.97352666666667
"KIAA1217",3.27639,3.55632,3.53955,3.36285,3.70187
"KIAA1671",3.82437,3.95893,4.0116,4.82275,4.14909
"KIAA1958",5.18623,5.16143,5.03581,5.0026,5.16795
"KIAA2012",3.9626,4.18131,4.06263,3.9686,4.14859
"KIAA2012-AS1",2.16407,2.333,2.38154,2.4548,2.63372
"KIAA2013",6.91337,6.94264,7.006,6.72856,6.79509
"KIF13A",7.22842,6.94134,7.25844,6.03763,7.08452
"KIF16B",4.86033,4.11484,4.05849,4.99814,4.07428
"KIF1B",6.70165,6.44201,6.16932,6.00183,6.3349
"KIF3A",4.52009,4.08272,4.23254,4.5183,4.18538
"KIF5C",3.88329,3.494,3.82392,3.71925,3.78524
"KIR2DL1",5.74308333333333,5.58802666666667,5.48847666666667,4.92274333333333,5.44173666666667
"KIR2DL2",5.32982,5.51975,5.28387,4.95074,5.43448
"KIR2DL3",5.686195,5.90666,5.735665,5.248205,5.596525
"KIR2DL4",4.63185,4.96603,4.98944,4.81089,4.92009
"KIR2DP1",5.686195,5.90666,5.735665,5.248205,5.596525
"KIR2DS2",4.84497,5.23436,5.0116,4.1513,4.72705
"KIR2DS4",5.39665,5.66094,4.62721,4.7591,4.483625
"KIR3DL1",4.15359,4.00849,3.91739,4.04962,4.21336
"KIR3DL2",5.25537666666667,5.109,4.8972,4.60289,4.88882333333333
"KIR3DL3",5.95738,6.20958,5.91239,5.55136,5.88525
"KIR3DP1",4.1704,4.854945,4.436035,4.07023,4.4181
"KIR3DX1",4.47106,4.75645,4.13746,4.55887,4.33722
"KLF11",6.28572,5.69032,5.63942,5.9828,6.16481
"KLF3",8.29451,8.45441,8.35155,8.50248,8.28074
"KLF3-AS1",4.11521,4.20889,4.1360425,4.291365,4.2999875
"KLHDC10",6.20382,5.98986,6.16398,6.14333,6.12264
"KLHDC8B",4.60376,4.95687,5.28771,4.66989,4.98126
"KLHL14",4.3518,4.43242,4.67178,4.83102,4.67477
"KLHL5",6.14326,5.60071,6.22121,6.20101,5.77943
"KLHL7",5.14649,4.88325,5.03854,5.11833,5.07742
"KLRG2",4.13961,3.84471,3.86442,4.09318,3.79262
"KMT5B",7.64848,7.46948,7.43146,7.42595,7.36384
"KRT16P3",3.378505,3.44665,3.927015,3.52063,3.682865
"KRT16P5",3.11453,3.47076,3.32647,3.87511,3.86204
"KRT17P6",2.84734,2.82049,2.62757,3.27202,2.79438
"KRT17P7",2.515275,2.44094,2.30011,2.70231,2.28086
"KRT18P10",5.42276,5.41005,5.32878,5.39171,5.44042
"KRT18P17",7.66099,7.82154,7.48696,7.73448,7.8489
"KRT18P27",5.762225,5.890765,5.27241,5.588315,5.96495
"KRT18P54",5.77797,5.8477,5.98194,5.95765,5.27173
"KRT18P55",4.46109,4.91045,4.58478,4.75528,4.75359
"KRTAP1-1",3.7946,3.72039,3.64418,3.89221,3.44235
"KRTAP1-3",3.60754,4.04173,4.00294,3.67938,3.811
"KRTAP11-1",3.64386,3.19184,3.28121,3.76739,3.27355
"KRTAP13-1",3.09116,3.5203,3.59221,3.07271,3.41412
"KRTAP13-2",1.67386,1.93079,1.38147,1.7204,1.58691
"KRTAP13-3",1.94373,2.73572,2.47795,1.94205,2.30994
"KRTAP13-4",1.53951,1.772,1.54862,1.37208,1.99348
"KRTAP15-1",1.86409,2.01309,1.82437,1.81385,1.81385
"KRTAP19-1",2.69831,2.24242,1.8861,2.166,2.18683
"KRTAP19-2",2.68319,2.87633,2.95946,2.32915,3.18065
"KRTAP19-3",1.55512,1.87522,1.5666,1.56912,1.43818
"KRTAP19-4",2.7045,2.67053,2.76646,2.84745,2.40338
"KRTAP19-5",3.72776,4.15578,4.29055,4.60761,4.39494
"KRTAP19-6",1.76762,1.77979,2.69392,1.95346,1.69395
"KRTAP19-7",1.19215,1.19073,2.03687,1.68467,1.68446
"KRTAP19-8",1.21418,1.73378,1.3293,1.20588,1.20091
"KRTAP2-1",2.87236,3.17923,3.04103,3.11925,2.90507
"KRTAP2-3",2.97215,2.90489,2.72755,2.85137,2.94833
"KRTAP2-4",1.83718,2.01242,1.9259,1.96245,2.10194
"KRTAP20-1",2.69229,3.18103,1.85439,2.00965,2.06646
"KRTAP20-2",3.94831,3.43243,3.43299,3.51835,3.50522
"KRTAP20-3",2.108,2.13244,2.28109,2.12579,2.07394
"KRTAP20-4",3.46504,2.89288,2.84835,2.6934,2.71529
"KRTAP21-1",2.79116,3.25234,3.340525,3.02029,3.398255
"KRTAP21-2",1.89886,2.00265,1.76608,1.75749,1.84149
"KRTAP21-3",1.92969,1.87163,1.76605,1.64105,1.8417
"KRTAP22-1",2.12835,2.25973,1.94824,2.26715,2.29673
"KRTAP22-2",1.58668,1.9112,1.87441,1.92055,1.71634
"KRTAP23-1",3.71279,4.04842,3.95561,4.62767,4.30626
"KRTAP24-1",2.05259,2.33329,2.48145,2.16621,2.03429
"KRTAP25-1",3.50668,3.78054,3.2062,3.51952,3.497
"KRTAP26-1",3.35944,3.57885,3.35408,3.66754,3.27336
"KRTAP27-1",4.5375,4.3416,4.35932,4.43709,4.57073
"KRTAP29-1",3.48061,3.7306,4.13758,3.81864,4.05274
"KRTAP4-11",1.64643,2.85533,2.36659,3.46743,2.79455
"KRTAP4-12",1.58934,1.21433,2.32531,1.24969,1.38036
"KRTAP4-16",6.60279,6.64328,6.20394,6.45989,6.64719
"KRTAP4-9",1.97299,2.36704,1.91509,2.20349,2.31556
"KRTAP6-1",1.76249,1.99313,1.83298,2.12581,2.19219
"KRTAP6-2",4.05247,4.04961,4.1762,4.08691,4.40561
"KRTAP6-3",2.64438,3.03268,3.26986,3.62395,3.27769
"KRTAP7-1",2.78209,4.05809,3.51201,3.74677,3.37773
"KRTAP8-1",2.38876,2.6402,2.82336,2.18931,2.15373
"KRTAP9-2",5.6385,5.89286,5.88402,5.95685,5.70119
"KRTAP9-3",1.80245,0.979253,2.14006,1.55536,1.47867
"KRTAP9-4",3.45513,3.59658,3.9921,3.95509,3.81884
"KRTAP9-6",1.09999,1.30087,1.56079,0.938695,1.18614
"KRTAP9-7",1.74146,1.76335,1.47497,2.13059,1.34186
"KRTAP9-9",1.10765,0.721518,1.03368,0.797709,1.10123
"KYNU",5.99251,5.20388,5.96916,4.73647,5.04186
"L2HGDH",3.64983,3.68663,3.17478,3.64309,3.52171
"L3MBTL3",6.44938,6.13266,6.38576,6.31095,6.26333
"LACC1",4.5064,4.21888,4.62208,3.82747,4.1735
"LACTB",6.51345,6.18082,6.27136,5.619,6.10328
"LAIR2",2.98958,2.77042,3.31521,3.47706,2.95981
"LAMA2",3.33067,3.15433,3.20088,3.10457,3.33508
"LAMA4",3.5492,3.60618,3.54576,3.58177,3.56674
"LAMB2",3.86718,4.11702,3.90794,4.07101,4.14205
"LARP4B",7.11606,6.71766,6.66809,6.54333,6.97322
"LARS2",5.60677,5.26029,5.15369,5.24028,5.57829
"LARS2-AS1",3.65564,3.78675,3.66249,3.63215,3.86381
"LAS1L",5.77384,5.62982,5.73459,5.78208,5.76427
"LATS2",6.29641,6.11362,6.11939,5.43298,5.89317
"LATS2-AS1",2.40186,2.3147,2.18153,2.06154,2.20742
"LBHD1",6.06364,5.71502,5.93164,5.80211,5.51524
"LBX1",3.73563,4.14083,4.23459,4.2727,4.15664
"LBX1-AS1",3.75353,3.95689,3.96306,3.91859,3.82782
"LCMT2",5.39962,5.20622,5.61434,5.51179,5.58276
"LCP2",10.7539,10.5092,10.495,10.2181,10.4264
"LDB1",8.96387,8.91621,8.8895,8.79995,8.96032
"LDHAL6A",2.83538,2.79627,2.45773,2.58536,2.89667
"LDLRAD2",3.76068,3.87335,3.84961,4.12228,3.83685
"LDLRAD3",4.65193,4.02984,4.45616,4.30116,4.69018
"LEF1",7.04683,7.18602,7.11639,7.72247,7.79054
"LEF1-AS1",4.40186,4.41537,4.48303,4.57118,5.19282
"LENG1",4.53199,4.93661,4.63206,4.33482,4.77721
"LENG8",7.36978,7.27544,7.25634,7.32213,7.55771
"LENG9",4.78429,4.95427,4.52569,4.91559,4.9544
"LGALS9B",8.35955,7.20686,7.73089,7.16532,7.58455
"LGI2",2.85035,2.96038,3.20022,2.93606,3.15764
"LGR4",2.63169,2.2318,2.93098,2.74411,2.95229
"LIG3",5.601585,5.07954,5.37229,5.18267,5.22012
"LILRA1",8.77188,8.61215,8.84141,7.51315,8.15328
"LILRA2",7.2301,7.20017,7.49792,6.53438,7.06552
"LILRA3",7.25259,6.81327,6.93985,6.53363,6.84866
"LILRA4",4.282348,4.229988,4.685576,4.069346,4.181358
"LILRA5",5.0789075,4.7240925,5.195815,4.6839475,4.89254
"LILRA6",8.27432666666667,8.27339666666667,8.29867,7.40013,8.02017666666667
"LILRB1",4.91029,4.18785,4.34031,4.07867,4.37029
"LILRB2",7.89763,7.64719,7.94628,6.96125,7.89203
"LILRB3",8.457515,8.47461,8.344955,7.62513,8.30527
"LILRB4",3.59159,3.610925,3.6471,3.462635,3.69078
"LILRB5",4.28887,4.47341,4.4101,4.20287,4.26255
"LILRP1",9.52458,9.55583,9.37495,8.66073,9.30223
"LILRP2",3.79943,3.94713,3.99596,4.01186,3.97221
"LIMD1",6.34461,5.89215,5.88247,6.23278,6.12205
"LIMD1-AS1",4.88462,4.65242,4.97888,4.64964,4.45649
"LIME1",4.662655,5.06425,5.136335,5.14302,5.23036
"LIN54",5.7703,5.54774,5.5951,5.6609,5.62135
"LIN7C",6.4361,5.9117,6.08669,6.31599,5.92131
"LINC00102",2.41066,2.4123,2.1434,2.36511,2.21401
"LINC00158",2.033025,1.7818125,1.97284225,1.860727,1.877304
"LINC00167",3.73596,3.62111,3.80085,3.75129,3.39377
"LINC00254",1.32541,1.52478,1.7841,1.44024,1.31555
"LINC00278",4.98507,5.31571,4.66801,5.2108,4.25146
"LINC00280",4.09557,3.93647,3.63026,3.80754,3.37515
"LINC00283",1.18741,1.54046,1.71246,1.00088,1.64639
"LINC00307",2.93438,2.97079,2.82111,2.87604,2.98426
"LINC00330",3.30863,3.61386,3.653,3.77926,3.63822
"LINC00339",4.276665,4.41472,3.901415,4.11828,4.36559
"LINC00353",2.23876,2.6175,2.33864,3.15501,2.25611
"LINC00363",2.0612,1.85235,2.04524,1.97398,2.10459
"LINC00365",3.04681,2.98605,2.64709,2.5945,2.93805
"LINC00366",2.0169,2.31461,1.95848,2.14453,1.89892
"LINC00373",2.44686,2.18356,2.57222,2.13012,2.28513
"LINC00379",1.75298,1.99596,2.24781,2.13467,1.99905
"LINC00380",1.3941,1.24713,1.30162,1.46701,1.04473
"LINC00384",2.43586,2.33775,2.11105,2.17655,2.6879
"LINC00385",3.6098,4.23118,3.64466,4.04318,4.27455
"LINC00390",3.73333,3.90939,3.53529,3.83233,3.98561
"LINC00400",2.94036,2.86528,2.94554,2.89714,2.19606
"LINC00407",2.93685,2.80244,2.82267,2.68427,2.77973
"LINC00410",2.04359,2.58632,2.08262,1.82675,2.12194
"LINC00427",3.41704,3.29496,3.31634,3.31564,3.73292
"LINC00428",1.09752,0.786621,0.991124,0.909157,0.858289
"LINC00433",3.08657,3.1562,3.20244,3.23617,3.52237
"LINC00437",2.69083,2.02006,2.16272,2.32744,2.09566
"LINC00440",2.33661,2.89467,2.56563,2.69068,2.53049
"LINC00484",4.29639,4.4707,4.66403,4.46554,4.70087
"LINC00498",2.7098,3.04149,3.30938,2.9677,3.38939
"LINC00499",2.39953,2.28253666666667,2.27542333333333,2.34098,2.46396333333333
"LINC00500",1.60647,1.53355,1.22585,1.37014,1.72561
"LINC00529",2.105,2.87166,2.4143,2.18596,2.67911
"LINC00533",1.656621,2.048844,2.26334,1.6676575,2.108405
"LINC00539",3.94855166666667,3.74041166666667,3.39815833333333,3.73718666666667,3.80908
"LINC00544",5.11326,4.70494,4.8682,5.13034,4.81645
"LINC00571",1.42161,1.577295,1.228635,1.6587,1.44056
"LINC00572",3.65522,4.08134,3.6943,3.7188,3.32088
"LINC00588",1.66307,1.54262,1.83501,1.81787,2.22457
"LINC00602",5.155,4.7342,4.73379,5.10605,5.04
"LINC00605",1.99465,2.25284,1.94067,1.83061,1.93193
"LINC00613",1.07694,1.31583,1.31166,0.987303,1.35583
"LINC00616",1.57133016666667,1.82873833333333,1.77812166666667,1.5301835,1.61818833333333
"LINC00638",3.84195,3.86537,3.57985,4.4188,3.89302
"LINC00654",4.00485,4.31325,4.15407,3.97589,3.95975
"LINC00658",3.851575,4.421065,4.191235,4.164425,4.670285
"LINC00659",3.64288,3.93957,3.35925,4.06281,3.63369
"LINC00685",3.38619,3.16545,3.43581,3.26962,3.33488
"LINC00686",5.61287,5.78536,5.54723,5.41929,5.80539
"LINC00691",2.43926,2.40727,3.16739,3.07089,2.93256
"LINC00836",2.55824,2.22218,2.08697,1.76031,2.30141
"LINC00837",2.9358,3.18479,2.84138,2.7823,2.73781
"LINC00852",5.64,5.61911,5.90626,5.69459,5.79556
"LINC00866",2.8218,2.65978,2.97885,2.86336,2.89318
"LINC00892",4.3875,4.21239,3.85627,4.75639,3.64594
"LINC00911",1.75395,2.0781,1.62411,1.85977,1.83488
"LINC00921",6.726,6.57219,6.79395,6.4535,6.62635
"LINC00968",3.20101,3.18248,2.97866,2.50229,2.38144
"LINC00993",1.81849,1.9808,2.242285,1.91748,1.900505
"LINC00997",3.48183,3.15446,3.5047,3.05756,3.2798
"LINC01001",10.8854875,10.769475,10.576125,10.66135,10.9270875
"LINC01011",4.67428,4.51048,4.55516,4.53647,4.60266
"LINC01015",3.3109125,4.00278625,3.4819775,3.7346775,3.6952875
"LINC01040",4.12611,4.14169,3.79988,4.13551,3.9807
"LINC01043",2.90699,3.09714,2.78362,3.13378,2.97074
"LINC01044",3.01783,3.16626,2.67748,3.348,3.42909
"LINC01046",2.09071,2.12912,1.96039,2.08465,2.27703
"LINC01047",1.37612,1.63735,1.41359,1.52588,1.73287
"LINC01049",1.96067,1.71252,1.72268,2.07033,1.70195
"LINC01058",3.63615,3.93031,3.49549,4.16748,3.95926
"LINC01070",2.76292,2.63134,2.64163,2.67884,2.56341
"LINC01121",2.53055,2.97149,2.60156,2.73197,2.96735
"LINC01149",2.97894,3.47382,3.1317525,3.530525,3.4029875
"LINC01185",2.94666,2.76747,2.93197,2.90913,2.94017
"LINC01187",3.4742,3.18681,3.24332,2.84397,3.32496
"LINC01193",2.89963666666667,2.90302,3.05117333333333,2.77260666666667,2.99806
"LINC01203",1.83462,1.792345,1.877455,1.79969,1.93573
"LINC01219",3.54114,3.75787,4.06456,3.7245,3.87214
"LINC01220",5.49145,5.67842,5.76278,4.89117,5.75616
"LINC01258",2.8528,2.45261,2.50557,2.48845,2.59328
"LINC01259",5.08788,5.41862,5.00793,5.42036,5.27675
"LINC01284",1.77793,1.8776,1.82402,2.0779,1.8201
"LINC01300",3.05992,3.2254,3.25364,3.14408,2.75162
"LINC01337",3.63718,4.0045,3.69794,3.82365,3.98798
"LINC01366",3.18543,3.01615,3.09102,3.75917,2.96272
"LINC01381",2.84827,2.69982,2.72862,3.04585,3.07409
"LINC01385",3.22385,3.68133,3.85002,3.51943,3.71217
"LINC01386",2.80667,2.9839,2.86313,2.76531,2.80188
"LINC01411",4.54959,4.65486,4.647365,4.781815,4.45971
"LINC01413",3.92373,4.09164,4.51308,4.49398,4.10745
"LINC01445",1.87464,2.18804,1.58869,1.84308,1.70647
"LINC01446",2.51677,2.55385,3.11013,2.93279,2.99645
"LINC01455",1.83782,2.04611,1.92459,1.93843,1.5559
"LINC01467",2.16227,2.30181,1.99374,2.02857,2.13152
"LINC01488",4.26441,4.13142,3.88264,4.18408,4.17514
"LINC01493",1.652335,1.9053875,1.896665,1.81057,1.7406475
"LINC01496",3.68565,3.62625,3.87309,4.00659,3.69762
"LINC01499",1.63836,1.15545,1.254,1.32515,1.38931
"LINC01514",2.78719,2.43434,2.4049,2.65369,2.66524
"LINC01516",1.35084,1.37982,1.21107,1.82127,1.36135
"LINC01517",2.6080825,2.573445,2.7380275,2.677525,2.684905
"LINC01526",2.35341,2.02448,2.17798,1.85169,1.99469
"LINC01534",4.51163,5.06297,4.95705,4.98469,4.94099
"LINC01535",3.678288,3.816359,3.857577,3.904353,3.676356
"LINC01539",1.77298,2.06589,2.23709,1.90776,1.93092
"LINC01569",3.02952,3.15878,3.18726,2.91517,2.76621
"LINC01602",1.41104,1.39665,1.21022,1.42001,1.79351
"LINC01606",2.88548733333333,3.037445,2.86500166666667,2.91403666666667,2.88107
"LINC01623",3.50781375,3.821,3.75057875,3.7976925,3.66137875
"LINC01635",2.75764,2.84487,2.79577,2.68451,2.27125
"LINC01659",5.48592,6.01993,5.41987,5.69453,5.41092
"LINC01664",3.7239,3.75686,3.73293,3.81567,3.66774
"LINC01665",3.73744,4.12803,4.24723,3.92235,4.43479
"LINC01666",6.78331,6.04488,6.42552,7.12131,6.23148
"LINC01667",1.79046,1.16652,1.00522,1.82674,1.73813
"LINC01670",3.17452,2.78876,2.70663,3.49381,2.66407
"LINC01671",4.09521,4.36025,4.31909,4.40007,4.21758
"LINC01672",3.09497,3.42816,3.41786,3.64972,3.91135
"LINC01674",1.15479,1.19157,1.02553,1.12301,1.22038
"LINC01684",2.741,3.37386,3.019195,3.07981,3.06816
"LINC01689",2.16944,2.48909,1.89725,1.93746,1.75687
"LINC01692",2.17929,2.29595,2.08937,2.44291,2.30262
"LINC01715",4.57244,5.021635,4.85874,4.774795,4.62509
"LINC01728",2.48225,2.65085,2.62085,2.7169,2.31556
"LINC01729",5.54673,5.60374,5.46328,5.354,5.95129
"LINC01733",1.8934,1.58782,1.5241,1.52726,1.27679
"LINC01801",4.78941,4.76939,4.77361,4.84688,4.88051
"LINC01833",3.59874,3.431745,3.974765,3.98216,4.22646
"LINC01838",3.23355,3.77914,3.39741,3.58134,3.39802
"LINC01857",2.95469,3.40451,3.80576,3.54294,3.37686
"LINC01867",1.15184,1.12514,1.13201,1.19918,0.915798
"LINC01888",3.17957,3.41689,3.13897,3.47286,3.059
"LINC01890",1.63717,1.62268,1.83152,1.68675,1.86216
"LINC01905",3.70978,3.33552,3.30956,3.83693,4.15332
"LINC01909",3.47818,3.07211,3.38152,3.34855,3.53077
"LINC01910",3.45127,3.59842,3.29562,3.67638,3.60066
"LINC01911",2.25865,2.12893,2.14513,2.30088,2.44995
