"HGNC.symbol","GSM3440214","GSM3440217","GSM3440222","GSM3440223","GSM3440224"
"AADACL2",2.62532,2.3896,2.86688,2.08868,2.36473
"AADACL2-AS1",2.77772,3.33483,3.36766,3.23106,3.3676
"ABCA12",2.6614,3.00407,2.64405,2.6699,2.84131
"ABCA7",6.35779,6.34359,5.97029,5.56318,6.29603
"ABCC2",4.63136,4.19308,4.3938,4.34381,4.37602
"ABCF1",6.11254,5.83626071428571,6.08051285714286,5.94662785714286,6.03891785714286
"ABHD1",3.1498,2.84254,3.23656,3.17018,3.54428
"ABHD12",5.57025,5.22533,5.47301,5.48028,5.35142
"ABHD16A",5.64242142857143,5.58253571428571,5.67234285714286,5.43830857142857,5.47910428571429
"ABHD17AP6",8.21152,7.997195,8.08317,8.241185,8.3637
"ABHD17B",5.94699,5.71891,5.88982,5.68449,5.95467
"ABHD3",7.33766,7.19756,7.28144,6.44361,6.92265
"ABHD6",5.54653,5.41596,5.5076,5.3401,5.40604
"ABR",7.8015,7.62879,7.71268,7.0186,7.4672
"ACADSB",5.06892,4.96946,5.2492,5.50642,5.18445
"ACAT1",4.3113,3.94591,3.87963,4.0811,3.97799
"ACER2",4.55319,4.44323,4.27772,4.32977,4.63767
"ACER3",5.13214,4.91777,5.0291,4.96952,4.92792
"ACSL3",6.34821,5.96417,6.11378,5.69963,6.14448
"ACTC1",1.63171,2.17092,1.70583,1.80177,2.41937
"ACTL6B",3.3654,3.33303,3.22816,3.23495,3.522
"ACVR2A",4.67094,3.87024,4.14579,4.40658,4.12029
"ACYP1",3.41773,3.06407,3.06774,3.58589,3.30969
"ADA2",7.6176,6.9566,7.35907,6.86183,7.17726
"ADAM17",7.31237,6.8915,7.11312,6.83823,7.1537
"ADAM6",4.35555,4.61882,4.46627,4.57977,4.81205
"ADAMTS19",3.33334,4.08684,3.70612,3.95845,4.08528
"ADAMTS19-AS1",3.62982,3.77772,3.80006,3.74644,3.93588
"ADAMTS7P1",5.1696825,5.1011575,4.95425,4.9811425,4.9268225
"ADAP1",5.95887,5.50153,5.56095,5.37104,5.71657
"ADCY9",5.11126,5.03991,5.17881,5.12745,5.22282
"ADGRG4",2.70561,2.70515,2.84196,2.84352,2.69627
"ADORA2B",5.82354,6.33378,6.07358,6.19651,6.13418
"AFF2",5.18639,5.25422,5.00282,4.90364,4.68214
"AFF2-IT1",3.02021,3.10677,2.62091,2.73681,2.31289
"AGAP10P",8.36357,8.2957,8.46458,8.39046,8.13071
"AGAP4",7.931335,7.85134,8.01881,7.958615,7.73695
"AGER",6.14085666666667,6.27844,6.17336666666667,5.95165333333333,6.18770666666667
"AGFG2",6.22134,5.96849,5.90056,6.43973,6.11727
"AGK",5.74624,5.34692,5.52728,5.96555,5.43023
"AGTPBP1",7.80271,7.71431,7.76458,7.53099,7.72931
"AIFM1",5.38671,5.24557,5.47537,5.40446,5.42748
"AIRE",3.88594,4.25993,4.148,4.29142,4.55231
"AKAP11",6.13106,5.60762,5.81016,6.08659,6.00092
"AKAP17A",5.09979,5.05979,4.96051,4.91044,5.00042
"ALAS1",7.07341,6.80379,6.86842,6.59092,6.94047
"ALDH1B1",5.28807,4.71316,4.83299,4.95131,4.97229
"ALDH3B1",6.77214,7.06333,6.70478,6.28598,6.53941
"ALDH3B2",4.17024,4.36463,3.99137,4.10927,3.99632
"ALG1L8P",5.08259,4.80311,4.97463,5.20935,5.02101
"ALKBH4",4.35036,4.81419,4.52951,4.87004,4.78385
"ALKBH6",5.41789,5.26242,5.05399,4.95901,5.2125
"ALKBH8",4.7177,4.52608,4.64344,4.99593,4.92757
"ALOX12",6.60042,5.71584,5.25647,5.69341,5.37433
"ALOX12-AS1",5.45448,5.14365,5.099765,5.30963,5.361785
"ALOX12P2",3.55712333333333,3.64263666666667,3.32839,3.2078,3.63755
"ALOX5",9.09984,8.99218,8.95492,8.25915,9.01222
"ALPK2",2.49367,2.63793,2.63811,2.37045,2.63091
"AMBN",3.58541,3.02919,3.52837,3.57952,3.48815
"AMELY",1.9147,2.4463,2.28281,2.52637,2.43553
"AMER1",4.31813,4.09992,3.9618,4.32301,4.13785
"AMPH",3.65605,3.66448,3.82612,3.80767,3.4512
"AMTN",2.14116,2.03156,2.04742,2.09064,2.7096
"ANAPC1P1",5.217145,5.37283,5.499375,5.809525,5.64075
"ANAPC4",5.12495,4.97014,4.811,5.1535,4.88093
"ANGPTL4",5.13793,4.83569,5.11783,5.02308,5.41995
"ANK1",6.22635,6.31835,5.98531,6.386895,6.124445
"ANK3",5.02613,4.93426,5.12053,5.13077,5.10034
"ANKAR",4.106805,3.786825,4.03803,4.527605,4.230755
"ANKDD1B",2.39505333333333,2.25094,2.62674,2.38386333333333,2.40478666666667
"ANKLE1",4.92295,5.02387,4.99979,5.08535,4.76349
"ANKRA2",5.1957,5.06974,5.04338,4.783,5.17031
"ANKRD18A",4.67582,5.06578,4.6963,5.04319,4.76843
"ANKRD2",4.55802,4.89364,4.80811,4.90057,4.95559
"ANKRD20A2",4.30488,4.596755,3.997755,4.65505,4.55879
"ANKRD22",4.86028,3.8132,4.00365,3.43365,3.95209
"ANKRD30A",1.80396,2.07687,2.03473,1.96839,2.18121
"ANKRD30BP2",2.82367,3.40757,3.3144,3.14379,3.3993
"ANKRD33B",5.3951,5.79507,5.33073,5.75184,5.36327
"ANKRD33B-AS1",2.86631,3.3169,2.82786,3.16696,3.16262
"ANKRD34B",3.38852,3.46649,3.47962,3.02666,3.30247
"ANKRD44",8.56206,8.48291,8.5228,8.46664,8.5694
"ANKRD44-IT1",7.73176,7.5242,7.17491,7.80601,7.62335
"ANKRD54",5.09217666666667,5.27638666666667,4.88920666666667,5.03492,5.18832333333333
"ANKRD55",4.47957,4.32472,4.4878,4.18899,4.84444
"ANKRD62",1.64177,1.43497,1.33449,1.53481,2.18234
"ANKRD62P1-PARP4P3",1.29325,1.43803,2.00101,1.46382,1.46393
"ANKRD63",5.0926,5.53539,5.35339,5.3247,5.3509
"ANO1",3.51546,3.87549,3.83591,3.58367,3.50808
"ANO1-AS1",4.37132,4.03948,4.43142,4.23823,3.94418
"ANO9",5.31499,5.30143,5.74603,5.50589,5.53996
"ANP32AP1",2.47904,2.38401,2.69132,2.59636,1.93161
"AP1S3",3.55904,3.50917,3.21472,3.473,3.11576
"AP3B2",4.24917,3.95594,3.96586,3.93008,4.01993
"AP3M1",7.45984,7.21671,7.31789,7.18808,7.25842
"APBB2",4.920075,4.906955,4.628415,5.148295,4.73099
"APEX1",6.72205,6.19805,6.59315,6.51323,6.44916
"APOL5",1.85398,1.86368,1.84,1.98285,1.75632
"AQP7",3.666015,3.676625,3.683015,3.23251,3.43778
"AQR",7.06428,6.66897,6.91443,6.79419,6.86824
"ARAP1",7.56716,7.48766,7.54474,6.7639,7.37577
"ARAP1-AS1",5.01742,4.64462,4.73453,4.8891,4.97361
"ARAP1-AS2",3.90838,3.90007,3.83798,4.08992,3.92279
"ARFGEF1",7.43835,7.32436,7.3742,7.33305,7.51251
"ARG1",5.4535,5.85913,5.61741,5.63324,4.80885
"ARGFXP2",1.61948,1.70388,1.83773,1.61513,1.94942
"ARHGAP11A",4.54601,4.16542,3.94734,4.19543,4.03607
"ARHGAP15",7.53993,7.46117,7.50097,7.48088,7.28651
"ARHGAP18",6.13887,5.38969,5.59397,5.81566,5.50012
"ARHGAP21",5.45717,4.55535,4.48908,4.99929,4.83237
"ARHGAP25",9.11207,8.9274,9.00676,8.56534,8.84571
"ARHGEF10",3.85618,3.84166,3.74807,3.82537,3.8399
"ARHGEF12",6.73105,7.3705,6.51406,7.29199,6.40942
"ARHGEF18",7.10576,7.13004,7.03015,6.63312,7.12906
"ARHGEF6",8.2282,7.68624,8.0438,8.07219,8.03593
"ARID3B",6.88444,6.83506,6.52236,6.399,6.70801
"ARID4A",7.02032,7.29323,7.01357,6.62718,6.72087
"ARL4A",4.74456,4.73431,4.55695,4.73947,4.65142
"ARL5B",6.39791,6.02477,6.38027,6.22819,6.40483
"ARMC10",5.453695,4.93484,5.459555,4.99263,5.37161
"ARMC2",5.50564,5.23346,5.30898,5.42809,5.35998
"ARMC2-AS1",1.91636,2.51591,1.53758,1.80675,1.38186
"ARMH3",6.4698,5.71054,6.14943,6.19234,6.06537
"ARPC2",8.59575,8.37428,8.36275,8.0386,8.32458
"ARPP19",7.09623,6.88728,7.14369,6.9901,6.8181
"ARRDC2",5.84253,5.66668,5.52073,5.85473,5.77872
"ARRDC3",9.08553,9.29531,9.40901,8.74536,8.90377
"ARRDC3-AS1",3.47513,3.08527,3.80104,3.47508,3.81973
"ARSD",6.29469,5.57056,6.22068,5.32478,5.77741
"ARSD-AS1",3.9665,4.08797,4.16502,4.0915,4.05144
"ARSE",2.87236,3.04713,2.85211,3.14782,3.02025
"ARSJ",2.25031,2.1232,2.35971,2.90697,2.6703
"ART1",3.76969,4.31321,4.32756,4.45979,4.51893
"ART5",3.5474,4.21538,3.95099,4.08365,4.13108
"ARVCF",5.05305,5.3446,4.77317,5.10332,5.25494
"ARX",4.77663,5.03267,5.13152,5.04235,5.05963
"ASB12",2.66091,3.06884,3.27584,2.62903,2.54478
"ASB2",4.06819,3.79308,4.03633,3.95417,3.89123
"ASB4",2.66112,2.93452,2.60279,2.81625,2.7939
"ASCC2",8.82517,9.31367,8.18302,9.03683,8.73636
"ASF1A",6.60372,6.36701,6.4357,6.70562,6.45145
"ASMT",5.39435,5.37933,5.36364,5.18968,5.23857
"ASNSD1",5.63121,5.3026,5.80293,5.20674,5.4053
"ATL1",3.9968,3.84926,4.00025,3.73149,4.15678
"ATM",7.87126,7.97428,8.0968,8.36545,8.27708
"ATP10B",3.1151,3.40893,3.50108,3.39682,3.57567
"ATP11A",6.383325,6.046665,6.075285,5.28524,6.02328
"ATP11A-AS1",4.11648,4.44491,4.08001,4.42658,4.46192
"ATP11AUN",3.59396,3.99316,3.61418,3.65359,4.03863
"ATP5F1D",7.77248,7.60519,7.81106,7.6503,7.77052
"ATP5MD",5.42797,5.01336,5.53204,4.98101,5.40099
"ATP5ME",5.92893,5.80613,5.64073,5.70139,5.66703
"ATP5PF",4.85508,4.95833,4.74111,4.95281,4.42937
"ATP6V0D2",1.27011,1.66563,1.83807,1.502,1.68466
"ATP8B5P",3.654142,4.026992,3.854448,3.859392,3.859622
"ATRAID",6.07908,5.85149,6.18222,6.04541,6.03133
"ATXN3",5.573615,5.20344,4.98728,5.3972,5.33361
"ATXN3L",2.42762,2.22955,2.3022,2.05761,2.60206
"AUH",5.37123,5.23607,5.57622,5.77301,5.50823
"AUP1",7.67737,7.55601,7.55965,7.36721,7.51911
"AVL9",7.19621,6.99084,7.18287,6.75222,7.10295
"AVPI1",4.72245,4.97425,5.10541,4.97811,4.96858
"B3GAT3",5.11149,5.19894,5.2046,5.3236,5.29001
"B3GNT3",3.08979,3.3443,3.50034,3.76583,3.75511
"B3GNT6",4.92088,5.22754,4.94278,5.07377,5.20005
"B4GALT1",8.03039,7.78099,8.20702,7.67501,8.05962
"B4GALT1-AS1",3.90617,4.183,4.12299,4.07891,3.90255
"B4GALT6",4.64172,4.25514,4.56484,4.26897,4.29715
"BABAM1",7.42737,7.92833,7.05418,7.36684,7.2319
"BACE1",4.68503,4.58713,4.73815,4.68221,5.05918
"BAG1",6.5697,6.577,6.21609,6.3797,5.952
"BAGE2",6.15317,5.950585,5.87829125,6.1063125,5.894585
"BAIAP3",5.04875,5.31146,5.30619,5.08164,5.14756
"BARX1",4.79812,5.11845,4.95113,4.92608,5.1249
"BARX1-DT",4.59688,5.39273,5.02991,4.88994,4.87758
"BATF",5.64708,5.69213,5.60345,5.65899,5.72468
"BAZ1A",8.51951,8.52208,8.52081,7.97456,8.16321
"BAZ1B",6.76164,6.42307,6.52908,6.59476,6.6633
"BAZ2B",8.31047,8.21708,8.40411,8.027,8.23165
"BBOX1",2.49493,2.08134,2.61734,1.72347,2.32982
"BBOX1-AS1",2.05578,2.37872,2.54047,2.60648,2.34451
"BCAP31",6.6814425,6.380955,6.475755,6.1801575,6.5317475
"BCL11A",6.38318,6.52518,6.60506,6.53222,6.34009
"BCL2A1",7.07338,6.85947,6.66687,6.06863,6.21977
"BCL6B",3.80497,4.27303,3.6421,4.1088,3.76245
"BCL7B",6.56196,6.20477,6.49233,6.23221,6.25092
"BCS1L",4.94993,4.87268,4.97519,5.04632,5.1256
"BEND7",3.27804,3.97979,3.56761,3.4015,3.54089
"BET1L",7.53589,7.70916,7.37204,7.34942,7.716745
"BHLHA9",2.4609,2.69466,2.73201,2.8509,2.75099
"BIVM-ERCC5",6.24493,6.08546,6.17656,6.27192,6.15124
"BLOC1S2",5.74546,5.43797,5.61059,4.72353,5.79848
"BMERB1",4.21664,4.61219,4.31098,4.60239,4.57513
"BMP15",3.81967,3.84633,3.70195,4.09846,4.02064
"BMP6",5.6475,5.4262,5.72771,5.52673,5.5713
"BMPR1B",1.58494,1.92432,1.42888,1.60684,1.52586
"BMPR1B-DT",2.56362,2.85558,2.48818,2.599,2.5362
"BMS1P16",5.704995,5.444655,5.41129,5.76178,5.70214
"BNC1",2.72321,2.71418,2.93617,2.74388,2.86102
"BORCS8-MEF2B",5.48775,5.12228,5.62828,4.9171,5.51933
"BPIFB2",4.47837,4.57371,4.50064,4.48514,4.41021
"BPY2",2.51139333333333,2.92300333333333,2.33361333333333,2.62737333333333,2.76491
"BRD2",5.43804285714286,5.28758714285714,5.48975,5.36864642857143,5.30507928571429
"BRDTP1",2.07947,2.84806,2.44904,2.72619,2.15328
"BRK1",7.45489,7.39532,7.5269,7.22376,7.38329
"BRPF1",5.95486,5.79332,5.86566,5.68908,5.99206
"BRS3",3.28287,3.31046,3.22567,3.20183,3.33899
"BTBD1",6.97126,6.88622,7.11563,7.0195,6.67856
"BTBD7",5.73933,5.42502,5.19161,5.308,5.34444
"BTF3",5.6971,5.79592,5.67326,5.81557,5.50893
"BTG3",3.6784,3.12687,3.34595,3.82734,3.17151
"BTNL2",4.15055875,4.39127375,4.02982625,4.10364375,4.2978575
"BUB3",6.83125,6.63911,6.833,7.11777,6.89349
"BUD23",5.63316,5.72682,5.52276,5.84368,5.8128
"C10orf120",3.2641,3.55244,3.38491,3.14414,3.2699
"C10orf55",2.30875,2.30505,2.46542,2.30244,2.72727
"C10orf62",4.61209,4.92015,4.62137,4.97217,5.10463
"C10orf82",4.55376,4.57998,4.60709,4.5728,4.72543
"C10orf88",4.49486,4.74976,4.77848,5.16439,5.1326
"C11orf24",5.73399,5.55779,5.66813,5.43237,5.44277
"C11orf42",2.70597,2.29881,2.25067,2.29561,2.1727
"C11orf58",5.28054,5.25294,5.43463,5.43656,5.36488
"C11orf65",2.32547,2.31492,2.57482,2.74089,2.87176
"C11orf74",2.6909,2.97831,2.88752,2.82005,2.52759
"C14orf180",4.79138,5.07579,5.00949,4.94662,4.77689
"C14orf93",5.1879,4.78032,4.96806,4.8456,4.67896
"C15orf40",5.77833,5.17053,5.64984,5.64121,5.47957
"C15orf41",5.31605,5.29933,5.47898,5.62043,5.37476
"C16orf90",4.77662,4.97813,4.68026,4.77798,4.9547
"C17orf102",2.95956,3.21528,3.54721,3.31793,3.32598
"C17orf49",7.43042,7.08778,7.25228,7.02136,7.16718
"C17orf97",4.58129,4.74402,5.90095,4.58127,5.42043
"C1orf195",2.64559,2.70533,2.68704,2.96827,3.14938
"C1QL2",3.47311,3.9207,4.0137,4.06096,3.7231
"C1QTNF2",2.95892,3.19555,3.05426,3.02494,3.14379
"C2",4.59985666666667,4.51455,4.70126333333333,4.39694333333333,4.55516
"C20orf141",4.81401,4.96323,5.0642,4.98455,4.4741
"C20orf203",3.34518,3.37671,3.79079,3.38577,3.22194
"C20orf96",4.04831,4.10034,4.16472,3.9227,4.09179
"C21orf58",4.19231,4.32391,4.72704,4.38149,4.46461
"C21orf62",4.29843,4.71451,4.77148,4.60272,4.87879
"C21orf62-AS1",3.22456,2.27582,3.32901,3.36704,3.40152
"C22orf15",4.03356,4.81759,3.97896,4.25506,4.13994
"C2orf66",3.18372,3.04715,3.17576,3.10209,2.8726
"C2orf76",4.41802,4.24962,4.15173,4.13044,4.53395
"C2orf80",2.7754,2.77662,2.76561,3.05195,2.6622
"C2orf88",5.47117,5.51086,5.42563,5.31474,5.54065
"C3",4.57414,4.15249,4.39123,4.25759,4.22546
"C3orf18",4.65063,4.45165,4.48256,4.6497,4.58498
"C3orf62",5.63665,5.93994,5.72698,4.69535,5.49094
"C3orf84",3.22424,3.73891,3.44653,3.18415,3.53252
"C4B-AS1",3.64301357142857,3.84626571428571,4.01556785714286,3.67200285714286,3.74687785714286
"C5orf58",3.00817,3.39865,3.17615,3.16974,3.33995
"C5orf67",2.79012,2.78057,2.05199,2.21756,2.23653
"C6orf118",1.62827,1.60489,1.49426,1.79218,1.87197
"C6orf136",5.59850571428571,5.40340571428571,5.36573142857143,5.44778428571429,5.48741
"C6orf15",5.30708,5.50368833333333,5.27745333333333,5.39476,5.59286
"C6orf47",5.15043857142857,5.15449857142857,5.34688714285714,5.12844142857143,5.36093
"C6orf47-AS1",4.77160571428571,4.61267285714286,4.52720857142857,4.72405,4.65727571428571
"C6orf99",3.12869,3.04844,3.13137,3.00957,2.71413
"C7orf50",4.54736,4.66767,4.56941,4.86688,4.82273
"C8orf31",4.87143,4.78379,4.64086,4.91126,4.52573
"C8orf58",4.34549,4.61196,4.57417,4.62183,4.52459
"C9",1.44166,1.88028,1.69998,2.06948,1.86088
"C9orf129",3.09394,2.95299,3.34564,3.14445,3.45229
"C9orf147",4.03706,4.57972,4.50606,4.14865,4.08334
"C9orf85",4.61554,4.10499,4.1853,4.27773,4.08915
"CABLES1",3.18419,3.76704,3.76117,3.52246,3.63126
"CABLES2",5.9459,5.71223,5.55217,5.29578,5.44785
"CABP7",4.67819,4.90995,4.29579,4.40484,4.52831
"CALHM1",4.1758,4.09358,4.02743,3.73965,3.98509
"CALHM2",6.83803,6.53904,6.75377,6.77995,6.90155
"CALHM3",4.1792,4.37986,3.95911,4.31173,3.87605
"CALR",9.33491,8.85458,9.06098,9.16215,9.07878
"CAMK2A",4.03055,4.4634,4.47394,4.85241,4.41602
"CAMK2D",5.77466,5.25654,5.50285,5.50463,5.36886
"CAMK2G",6.61647,6.62744,6.87576,6.27361,6.76294
"CAMP",5.35938,4.9811,5.67412,5.01585,5.06881
"CAMTA1",4.90068,4.61825,4.73277,4.73325,4.39213
"CAMTA1-DT",2.667,3.10532,3.00614,2.69739,2.78286
"CAMTA1-IT1",2.19492,2.3934,2.20724,2.71607,2.55972
"CAND2",4.61075,4.70267,4.9905,4.93645,4.74101
"CAPG",6.02867,6.07377,5.98806,5.91141,6.19924
"CAPN14",3.26204,3.19406,3.21659,3.58199,3.358215
"CAPN5",6.57336,6.4132,6.19908,6.32597,6.43678
"CAPS",5.47248,5.59606,5.39404,5.14092,5.50453
"CAPSL",2.22157,2.10016,2.21449,1.95174,2.24526
"CARD19",5.85283,5.62422,5.83286,5.63471,5.95645
"CARMIL1",4.62606,4.65949,4.76925,4.81014,4.97437
"CASC2",2.78982,3.49762,3.02705,2.90158,2.60515
"CASKIN1",4.39047,4.5972,4.74536,4.52444,4.55272
"CASP9",5.68897,5.44152,5.49059,4.77462,5.70561
"CATSPERB",3.3718,3.46988,3.53714,3.69766,4.90268
"CATSPERD",3.52541,3.38611,3.4055,3.40764,3.59351
"CATSPERG",4.27052,4.19152,4.13034,4.28406,4.32987
"CAVIN3",4.4931,4.46704,4.4401,4.74824,4.79048
"CBSL",4.79981,4.92825,4.64883,4.92968,4.84176
"CBWD5",7.428504,7.240946,7.099726,7.138664,7.091956
"CCDC102B",3.36918,3.32878,3.32187,3.18123,3.3023
"CCDC115",5.06513,4.75569,4.82642,5.00726,5.12694
"CCDC122",2.71147,2.82208,3.35558,3.66901,3.76875
"CCDC124",5.92789,5.897,5.69478,6.04555,5.61124
"CCDC125",6.88342,6.85175,7.24205,6.44023,6.45162
"CCDC126",5.22896,5.22458,5.20988,4.98951,5.03622
"CCDC127",4.03779,4.39569,4.73483,4.37287,3.83183
"CCDC140",3.29479,3.63769,3.35572,3.91391,3.40921
"CCDC144CP",5.83734166666667,5.77135166666667,4.269345,4.84158,4.1044
"CCDC144NL",1.42593,1.5831,2.00818,1.51245,1.61411
"CCDC144NL-AS1",2.25189,2.32667,2.30006,2.51214,2.56025
"CCDC168",1.59283,1.29342,1.49769,1.3357,1.25306
"CCDC173",2.05384,3.08644,2.57098,2.58462,2.48256
"CCDC34",3.01163,3.19353,3.0993,3.12954,3.08277
"CCDC36",2.68007,2.97381,2.70414,3.0179,2.78117
"CCDC71",5.64292,5.47148,5.68345,5.17456,5.35354
"CCDC81",2.77438,2.50065,2.56495,3.07619,2.66938
"CCDC87",3.11348,3.37719,3.0821,3.0605,3.08158
"CCDC9B",3.77254,4.05428,3.95678,4.03831,4.08089
"CCHCR1",5.035915,4.884855,4.91855833333333,5.22088166666667,5.05972333333333
"CCK",3.53391,3.7826,3.76036,3.70793,3.61343
"CCKBR",3.57053,3.49979,3.65954,3.51126,3.42859
"CCL1",3.23912,3.53025,3.27823,3.75411,3.65132
"CCL11",2.21587,1.44561,2.10107,1.97316,1.77353
"CCL13",4.72703,4.65645,4.42427,4.14036,4.50588
"CCL2",3.28509,2.51829,2.58722,2.3458,2.65021
"CCL24",2.81022,3.09343,2.58464,2.90055,2.76445
"CCL26",4.0134,4.28843,4.29702,4.3349,4.39022
"CCL5",9.87578,9.73771,9.56416,10.1463,9.73161
"CCL7",2.66038,2.78844,2.51691,2.20735,2.44369
"CCL8",2.55417,1.92468,1.44209,2.15477,2.36696
"CCN6",3.36498,3.58949,3.47975,3.53069,3.91162
"CCND1",4.70471,4.92976,4.85408,4.97453,4.64068
"CCND3",6.46411,6.23801,6.46649,6.27242,6.70443
"CCNDBP1",7.46949,7.66738,7.48918,7.37082,7.58644
"CCNI2",4.65105,4.31346,4.58335,4.76972,4.15813
"CCNJL",6.79189,7.33855,6.8852,6.7947,6.91564
"CCNY",6.58299,6.10494,6.457,5.97001,6.42295
"CCNYL1",3.9352,3.63673,3.84201,3.60522,3.37471
"CCR8",3.62635,2.97408,2.87431,3.50704,2.857
"CCS",5.53316,5.4968,5.35318,5.48521,5.37188
"CCT6B",3.64519,3.95374,3.87538,3.66805,3.7187
"CCT6P1",3.99735,3.782625,3.960655,4.034205,4.0111
"CCT6P3",4.13324,4.11866,4.52418,4.461945,4.59921
"CCT8L2",2.40789,2.63241,2.30246,2.88165,2.43395
"CCZ1",7.4691,7.27105,7.77908,7.72048,7.51627
"CD180",7.89775,7.37732,7.55614,7.50664,7.66828
"CD209",4.96171,4.86063,4.64913,4.98414,4.66033
"CD226",7.34506,7.02885,7.28875,7.75787,7.71502
"CD320",5.3911,5.13884,5.08104,5.46472,5.49394
"CD40LG",6.28371,6.09464,5.99728,6.29533,6.2639
"CD44",8.3809,7.97109,8.23599,8.25125,8.2947
"CD44-AS1",3.26192,3.0163,2.99244,2.92408,2.99108
"CD70",4.4146,4.45619,4.52513,4.42331,4.19742
"CD72",4.90767,4.59677,4.81128,5.06735,4.65644
"CD8A",6.09725,6.28585,6.30662,6.7498,6.58275
"CD8B",5.60409333333333,6.10761,5.95458,6.66092666666667,6.36955333333333
"CD99",8.74409,8.40642,8.56746,8.73269,8.54683
"CD99P1",5.12930333333333,5.18807333333333,5.11495666666667,5.17416333333333,5.25933333333333
"CDC14B",3.253705,2.75662,3.212915,3.46897,3.037655
"CDC25A",3.1195,3.41286,3.41438,3.33909,2.99971
"CDC26",4.473,4.63021,4.89476,4.2137,4.38127
"CDC42",9.00527,9.03262,9.15266,8.93844,9.0426
"CDC42-IT1",5.32455,4.9599,5.20779,5.10804,5.25503
"CDC42EP5",3.81323,3.96412,4.08698,4.10122,3.86751
"CDC42SE2",7.76407,7.63475,7.77939,7.99164,7.68811
"CDCP1",3.79625,4.15765,4.03296,4.15375,4.31842
"CDH24",5.03948,4.55122,4.61967,4.90466,5.04175
"CDH6",3.51119,3.25393,3.25393,3.11666,3.28425
"CDH9",2.46335,2.27151,2.68594,2.11613,2.56689
"CDIP1",5.8501,5.67893,5.5753,5.4892,5.61532
"CDK15",3.16157,2.82864,3.00471,2.73523,2.80744
"CDK6",5.27975,5.01547,4.95835,5.3842,5.17693
"CDK7",5.78508,5.76473,5.86306,5.62252,5.36405
"CDKL1",4.71669,5.13645,5.00912,5.15653,4.9002
"CDKL4",1.98776,2.00314,1.66729,2.11691,1.77303
"CDKN1C",5.1753,5.1692,5.31632,5.07576,5.10313
"CDRT15L2",2.30988,3.14041,2.33482,3.33117,3.14379
"CDS2",7.26679,6.9482,7.05217,6.72408,7.12672
"CDSN",4.14226166666667,4.19108833333333,4.24221333333333,4.153465,4.27964833333333
"CDX1",4.30892,4.8114,4.35896,4.49327,4.47739
"CDY1B",2.63703,3.13118,3.00899,2.92366,2.76678
"CDY2B",3.64625,3.96508,3.66055,3.86943,3.6481
"CEBPD",7.82881,7.69513,8.13747,7.22814,7.89558
"CECR3",3.90946,4.32012,4.062,4.11089,4.19409
"CECR7",4.49111,4.72983,4.59931,4.77302,4.69805
"CECR9",5.16072,5.38252,5.21846,5.00702,5.48092
"CELA2A",5.40094,5.48256,5.35225,5.1672,5.57954
"CELA2B",3.67352,2.22076,2.42477,2.37467,3.01864
"CELA3A",2.54338,2.72343,2.73731,3.38915,2.69358
"CELA3B",4.52716,4.75098,4.34278,4.78941,4.56904
"CELF4",4.39081,4.75258,4.2329,4.69977,4.61035
"CELF5",4.67186,4.60472,4.61762,4.58775,5.25461
"CELSR3",4.29243,4.617005,4.595605,4.60047,4.48884
"CEMIP2",6.99363,6.67086,6.70579,6.58151,6.92335
"CENPS",4.51356,4.41024,4.58641,4.68249,4.32545
"CENPS-CORT",4.51356,4.41024,4.58641,4.68249,4.32545
"CENPVL1",3.0954,3.41919,3.31507,3.4826,3.05633
"CENPVL2",3.0954,3.41919,3.31507,3.4826,3.05633
"CENPVL3",3.0954,3.41919,3.31507,3.4826,3.05633
"CEP128",5.45586,5.01373,5.18752,5.82222,5.05825
"CEP164",5.35567,5.3594,5.00163,5.16327,5.33018
"CEP85L",5.04547,4.73896,5.02723,5.22172,4.90302
"CEP89",4.92988,4.62659,4.81016,4.65468,4.99434
"CERS4",5.15053,4.921,4.86223,5.05171,5.25834
"CES5AP1",3.24417,3.54862,3.264315,3.512655,3.415845
"CETN2",5.20713,5.17337,4.95293,5.17847,5.12599
"CFAP36",4.4037,4.14119,4.35146,4.68999,4.1435
"CFAP410",5.17208,5.25113,5.46695,5.36838,5.38591
"CFB",4.28278,4.73633,4.56963,4.7252,4.55738
"CFLAR",6.742145,6.7454825,6.8735075,6.4146875,6.9317825
"CGNL1",3.74252,3.66966,3.61342,3.69461,3.24937
"CGREF1",4.30816,4.48937,4.57167,4.42573,4.62805
"CHCHD10",5.80581,5.89029,5.7789,5.9028,5.95487
"CHCHD2P2",7.40479,7.00305,7.30134,7.0636,7.13786
"CHCHD3",6.49242,6.5029,6.78699,6.49134,6.496065
"CHEK2P2",2.90938,3.38111,3.54208,3.62306,3.174
"CHGA",3.97589,4.402,3.97037,4.06333,3.91864
"CHKA",4.75295,4.64356,4.59316,4.17554,4.77735
"CHL1",3.07006,3.13265,3.12667,3.1214,2.95655
"CHL1-AS1",2.38251,2.45098,2.33704,2.72801,2.44426
"CHL1-AS2",1.85004,2.25272,2.15499,2.07025,2.3158
"CHMP5",6.25145,5.97624,6.25459,5.45958,5.51357
"CHRNA10",3.347985,3.27679,3.33187,3.68737,3.79832
"CHRNA7",3.9873,4.15575,4.14355,4.16995,4.07548
"CHRNA9",3.37206,3.38724,3.41881,3.357,3.25681
"CHSY3",4.01154,3.7592,3.66829,3.65211,3.2638
